,roles,companies,locations,experience,skills
1294,Data Scientist,GD Research Center Pvt Ltd,Hyderabad,2-4 Yrs,"Data analysis
Team management
Data management
Project management
Consulting
Data collection
Project planning
Data mining"
1295,Data Scientist,Arraygen Technologies Pvt Ltd,Pune,1-4 Yrs,"predictive modelling
quantitative analysis
random forest
clustering
customer profiling
trend analysis
data mining
analysis"
1296,Data Scientist,Prompt Softech,Ahmedabad,1-5 Yrs,"communication
BI
RDBMS
Predictive Modeling
Hadoop
Tableau
Data Mining
analysis"
1297,Data Scientist,Optimum Solutions,Chennai,5-10 Yrs,"hive
spark
SCALA
Hadoop
Application development
Data analytics
Teradata
SQL"
1298,Urgent Opening For Senior Data Scientist Role,Peoplefy Infosolutions Pvt. Ltd.,Pune,11-19 Yrs,"Data Science
Machine Learning
Python
R
SQL
IT Skills
Algorithms
Deep Learning"
1299,Data Scientist /Senior Data Scientist,ZION HR SERVICES,"Hyderabad/Secunderabad
(WFH during Covid)",2-6 Yrs,"Python
R
machine learning
regression analysis
Java
TensorFlow
PyTorch
Scala"
1300,Senior Data Scientist - Machine Learning,Serving Skill,Kochi/Cochin,6-9 Yrs,"Data Science
Azure
Data Scientist
Data Management
Agile
Data Analytics
Machine Learning
Python"
1301,Senior Data Scientist,RS Consultants,Pune,5-10 Yrs,"Deep learning
NLP
Machine learning
PyTorch
BERT
Learning
H2O
AWS"
1302,Senior CX Data Scientist,Orris Info Lab Private Limited,Chennai,4-9 Yrs,"modeling
Java
MapReduce
quantitative analytics
big data frameworks
Python
Hadoop
multivariate testing"
1303,Senior CX Data Scientist,Orris Info Lab Private Limited,Chennai,4-9 Yrs,"quantitative analytics
statistical analysis
machine learning
Python
big data frameworks
Hadoop
Java
predictive analytics"
1304,Data Scientist,DEEPSPHERE AI INDIA PRIVATE LIMITED,Chennai,2-7 Yrs,Jupyter
1305,Data Scientist,HigHRise Solutions LLP,Pune,4-9 Yrs,"bash
machine learning
REST APIs
NLP
verbal
analytical
Tensorflow
Theano"
1306,Lead - Data Scientist - Global IT/Technology Firm,Megma Services,"Mumbai
(WFH during Covid)",4-9 Yrs,"data mining
commercial advanced analytics
EC2
IT Skills
Python
Data Science
Machine Learning
Cloud"
1307,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,Mumbai,1-6 Yrs,"NLP
Spark
Python
IT Skills
Quality Assurance
Data Science
Machine Learning
PMP"
1308,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,Mumbai,1-6 Yrs,"Neural Networks
Spark
Python
IT Skills
Data Science
Machine Learning
PMP
NLP"
1309,Data Scientist - AI/ML Model,Job Fittment Finder,Pune,2-5 Yrs,"Artificial Intelligence
Machine Learning
Python
IT Skills
Software Development
Testing
Data Science
Cloud"
1310,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,Mumbai,1-6 Yrs,"NLP
Spark
Python
Communication
verbal
written communication
neural networks
machine learning"
1311,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,Mumbai,1-6 Yrs,"neural networks
Spark
Python
IT Skills
Data Science
Machine Learning
PMP
NLP"
1312,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,Mumbai,1-6 Yrs,"data science
Spark
Python
IT Skills
Machine Learning
PMP
NLP
Project Management"
1313,Data Scientist - Python/Flask/SQL,Siddh recruitech,Ahmedabad,4-8 Yrs,"Python
Flask
SQL
AB testing
AIOHTTP frameworks
R
written
verbal communication"
1314,Data Scientist - Python/Spark/Kafka,RS Consultants,Pune,3-6 Yrs,"Kafka
Spark
Python
Azure
Keras
Golang
Quicksight
CassandraScylla"
1315,Data Scientist Lead/Manager - Python/Golang,RS Consultants,Pune,8-13 Yrs,"Golang
Tableau
Python
IT Skills
Java
Data Science
Machine Learning
Big Data"
1316,Data Scientist - Python/Spark,Huquo Consulting Pvt. Ltd,Mumbai,1-6 Yrs,"data science
Spark
Python
IT Skills
Machine Learning
NLP
Data Scientist
Data Management"
1317,Assistant Vice President - Data Scientist - KPO,Huquo Consulting Pvt. Ltd,India,6-10 Yrs,"Data Science
Predictive Modeling
Business Intelligence
Data Scientist
Data Management
Data Visualization
Data Mining
Tableau"
1318,Assistant Vice President - Data Scientist - KPO,Huquo Consulting Pvt. Ltd,India,11-17 Yrs,"Data Science
Predictive Modeling
Business Intelligence
Data Scientist
Data Management
Data Visualization
Data Mining
Tableau"
1319,Assistant Vice President - Data Scientist,Huquo Consulting Pvt. Ltd,India,6-11 Yrs,"Data Science
Predictive Modeling
Business Intelligence
Data Scientist
Data Management
Data Visualization
Data Mining
Tableau"
1320,Data Scientist For leading FMCG Organization,SKILLVENTORY,Mumbai,3-8 Yrs,"deep learning
python
R
data science
predictive modeling
data scientist
PLSQL
machine learning"
1321,Lead Data Scientist - Python/Machine Learning,Megma Services,Mumbai,4-9 Yrs,"Machine Learning
Python
IT Skills
Data Science
Cloud
MS SQL
AWS
Tableau"
1322,Data Scientist - Python / SAS,Nestor Services,Mumbai,3-8 Yrs,"SAS
Python
SQL
Statistical Modelling
MS Office
Analytics
R
IT Skills"
1323,PG - Data Scientist,Vasudha Business Solutions,Chandigarh,4-7 Yrs,"Django
Python
IT Skills
Data Science
Machine Learning
AWS
Tableau
Recommender Systems"
1324,Data Scientist - AWS/Python/Big Data Tools,Intelizest Consulting,Chennai,7-12 Yrs,"Hive
HDFS
Shell script
Data Science
SAS
Data Scientist
Scala
Big Data"
1325,Data Scientist - Tensorflow/Computer Vision,TalentStack,"Mumbai, Navi Mumbai",1-4 Yrs,"Tensorflow
data structures
Computer Vision
algorithms
Python
Keras
IT Skills
Data Science"
1326,Team Leader - Data Scientist - Mumbai,Premier Consultants,Mumbai (All Areas),8-13 Yrs,"Data Science
Data Scientist
Advanced Analytics
Team Leading
Analytics"
1327,Data Scientist - Machine Learning/ Deep Learning,Huptech Consultancy Services,Ahmedabad,2-4 Yrs,"data structures
Machine Learning
Deep Learning
PyTorch
analytical
software architecture
Python
Microsoft Azure"
1328,Senior Data & Applied Scientist,Microsoft,Bangalore/Bengaluru,5-8 Yrs,"IT Skills
Python
Computer science
Computer vision
Data analysis
Coding
Machine learning
Healthcare"
1329,Senior Data & Applied Scientist,Microsoft,Bangalore/Bengaluru,5-8 Yrs,"IT Skills
Python
Data Science
Machine Learning
Artificial Intelligence
Cloud
Big Data
Computer science"
1330,Senior Data & Applied Scientist,Microsoft,Bangalore/Bengaluru,5-8 Yrs,"IT Skills
Java
Python
Machine Learning
Big Data
Computer science
Computer vision
C++"
1331,Senior Data & Applied Scientist,Microsoft,Bangalore/Bengaluru,5-8 Yrs,"Spark
data science
testing analysis
TensorFlow
Hadoop
machine learning
data analysis
PyTorch"
1332,Data Scientist / Analyst,Adoro,Mumbai,2-5 Yrs,"Computer science
Basic
Senior Analyst
Statistical software
MATLAB
Statistics
SQL
Python"
1333,Data Scientist / Analyst,Adoro,Mumbai,2-5 Yrs,"Computer science
Computer vision
deep learning
Analyst
Opencv
Statistical software
MATLAB
SQL"
1334,Senior Data & Applied Scientist,Microsoft,Bangalore/Bengaluru,5-8 Yrs,"Natural Language
software development
machine learning
NLP
Information Retrieval
Computer Vision
learning
Python"
1335,Senior Data & Applied Scientist,Microsoft,Bangalore/Bengaluru,5-8 Yrs,"data science
Java
Python
C++
Machine Learning
analytical
IT Skills
Networking"
1336,Data Scientist - Fraud/Risk Analytics - 3+ Years - Bangalore/Kolkata,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,"Kolkata, Bangalore/Bengaluru",3-6 Yrs,"Data Science
Python
Fraud Analytics
Pyspark
Java
Business Intelligence
Oracle SQL
Risk Analytics"
1337,Data Scientist- (3-6 years),CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,Remote,3-6 Yrs,"Pyspark
Python
data analysis
Hive
Oracle
databases
AML
Net"
1338,Data Scientist,ALOIS TECHNOLOGIES LLP,"Bangalore/Bengaluru, Mumbai (All Areas)
(WFH during Covid)",4-5 Yrs,"data scientist
Python
IT Skills
Machine Learning
Linear Regression"
1339,Hiring For Data Scientist,PROMPT PERSONNEL PRIVATE LIMITED,"Mumbai, Pune, Bangalore/Bengaluru",2-7 Yrs,"Data Science
SAS
Marketing Analytics
Statistical Tools
Risk Analytics
Data Modeling
Business Understanding
Python"
1340,Principal Data Scientist,Dev Solutions,Bangalore/Bengaluru,8-13 Yrs,"Data Science
Tensorflow
Python
Pytorch
R
Natural Language Processing
Spark
Machine Learning"
1341,Data Scientist -Mumbai /Bangalore -Only from Product Based Company,EVOLVE TECHNOLOGIES AND SERVICES PRIVATE LIMITED,"Bangalore/Bengaluru, Mumbai (All Areas)",3-8 Yrs,"Product Development
Data Science
Algorithms
GCP
Artificial Intelligence
Build
Cloud
Data Acquisition"
1342,Data Scientist,SKILLVENTORY,"Indore, Bangalore/Bengaluru",2-4 Yrs,"IT Skills
Data Science
Big Data
cloud
Big Data Analytics
python
NoSql
aws"
1343,Urgent opening For Data scientist in a Manufacturing Co. in Mumbai,EVOLVE TECHNOLOGIES AND SERVICES PRIVATE LIMITED,"Pune, Bangalore/Bengaluru, Mumbai (All Areas)",8-12 Yrs,"Product Development
Algorithms
GCP
Artificial Intelligence
Build
Cloud
Data Acquisition
Machine Learning"
1344,Junior Data Scientist,GreatLearning,"Chennai, Gurgaon/Gurugram",1-5 Yrs,"Automation
Operations Manager
Manager Program Management
Feasibility Analysis
Data Analysis
Data Cleansing
Data Collection
Tableau"
1345,Data Scientist (freelance),2Coms,Gurgaon/Gurugram,3-8 Yrs,"IT Skills
Java
Python
Machine Learning
Javascript
Data Scientist"
1346,Data Scientist,2Coms,Gurgaon/Gurugram,4-9 Yrs,Data Analyst - US healthcare
1347,Data Scientist (Hiring For Top MNC),Krazy Mantra HR Solutions Pvt. Ltd,Bangalore/Bengaluru,4-9 Yrs,"Machine Learning
R Programming
Data Modelling
IOT
AWS Cloud
AWS
Python
IT Skills"
1348,Data Scientist | Python | PySpark | SQL | Upto 14 LPA,O3 Hire,"Hyderabad/Secunderabad, Gurgaon/Gurugram",2-7 Yrs,"Data Science
Tensorflow
Predictive Modeling
Pyspark
PyTorch
Time Series
casual forecasting
Keras"
1349,Data Scientist,TALENT INTEGRATORS,Gurgaon/Gurugram,1-4 Yrs,"IT Skills
Python
Machine Learning
Time Series"
1350,Data Scientist,AutoCAD,Bangalore/Bengaluru,3-5 Yrs,"AWS Sagemaker
Java
Python
Machine Learning
HTML
GCP
Tensorflow
Azure ML Studio"
1351,Data Scientist Presales,Moveworks,Bangalore/Bengaluru,4-8 Yrs,"IT Skills
Python
Data Science
Engineering
Presales"
1352,Data Scientist,Servsys Technology Services India Pvt. Lt,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru",4-9 Yrs,"IT Skills
Python
Software Development
Testing
Data Science
Machine Learning
R
Natural Language Processing"
1353,Data Scientist,Dunzo,Bengaluru,2-5 Yrs,"Training
deep learning
Backend
Machine learning
Production
Research
Python"
1354,Data Scientist,ANALYTICS SAVES AT WORK INDIA PRIVATE LIMITED,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",3-8 Yrs,"Statistical Modeling
Machine Learning
Python
IT Skills
Java
Data Science
Cloud
Big Data"
1355,Machine Learning-data scientist,Diverse Lynx,Bangalore/Bengaluru,2-6 Yrs,Machine learning
1356,Data Scientist,ScaleIn,Bengaluru,4-9 Yrs,"IT Skills
Java
Python
Oracle
Performance tuning
analytical
Postgresql
administration"
1357,Data Scientist,Pega,Bengaluru,6-11 Yrs,"IT Skills
Java
Python
Machine Learning
Product management
Logistic regression
Core Java
PDF"
1358,Data Scientist 2,Multi Recruit,Bangalore/Bengaluru,5-10 Yrs,"Computer science
C++
Image processing
Application programming
Machine learning
VOIP
IPS
Monitoring"
1359,Data Scientist,Gelato,"Mumbai, Bangalore/Bengaluru",5-10 Yrs,"IT Skills
Python
Machine Learning
Fabrication
Supply chain
Computer science
Automation
Analytical"
1360,Data Scientist - Python & SQL | Lululemon,TALENT500 TECH (INDIA) PRIVATE LIMITED,Bangalore/Bengaluru,5-8 Yrs,"Azure
Python
SQL"
1361,Data Scientist,Diverse Lynx,Bengaluru,2-7 Yrs,"IT Skills
Python
Data Science"
1362,Data Scientist / Advanced Analytics - Machine Learning,E2E Infoware Management Services Pvt Ltd,"Chennai, Bengaluru",1-5 Yrs,"RNN
Machine Learning
Predictive Analysis
Artificial Intelligence
Deep Learning
Statistical Learning
CNN
R Programming"
1363,Data Scientist,TeamPlus Staffing Solution Pvt Ltd,Bangalore/Bengaluru,2-6 Yrs,"Data structures
Testing"
1364,Data Scientist,TeamPlus Staffing Solution Pvt Ltd,Bangalore/Bengaluru,3-7 Yrs,"Logistic regression
Machine learning
SQL
Python"
1365,Data Scientist,Gojek,Bangalore/Bengaluru,5-9 Yrs,"Product engineering
Quality systems
Machine learning
SCALA
Infrastructure
Apache
Digital marketing
CRM"
1366,Data Scientist - Demand Generation,Gojek,Bangalore/Bengaluru,3-8 Yrs,"Unix
Computer science
Software design
Simulation
Machine learning
Business intelligence
Distribution system
CRM"
1367,Data Scientist - Logistics,Gojek,Bangalore/Bengaluru,3-8 Yrs,"Computer science
Supply chain management
Demand planning
Network optimization
SPSS
Business strategy
Business intelligence
Forecasting"
1368,PRINCIPAL DATA SCIENTIST,Britive,Bengaluru,10-15 Yrs,"IT Skills
Python
Data Science
Machine Learning
Cloud
DevOps
AWS
Principal"
1369,Data Scientist,Eli Lilly and Company,Bangalore/Bengaluru,5-10 Yrs,"Organic synthesis
Computer science
Automation
Operations research
Machine learning
Healthcare
Perl
Natural language processing"
1370,Data Scientist,LeadSquared,Bangalore/Bengaluru,5-10 Yrs,"IT Skills
Python
Data Science
Machine Learning
AWS
Computer science
Logistic regression
Ticketing"
1371,Data Scientist,cloudneeti,Bangalore/Bengaluru,7-12 Yrs,"Computer science
deep learning
Automation
Operating systems
Cloud Services
Machine learning
Network security
Distribution system"
1372,Data Scientist,Continental Technology Solutions,Bangalore/Bengaluru,3-7 Yrs,"BPO
data analysis
Angularjs
Linux
Html5
Restful Api
Sql Server
Javascript"
1373,Data Scientist Embedded Systems Innovation,CareerXperts Consulting,Bengaluru,3-7 Yrs,"Unix
Ubuntu
GIT
Analytical
Debugging
Machine learning
Programming
Product design"
1374,Data Scientist (Organic Growth),KWALEE INDIA PRIVATE LIMITED,Bangalore/Bengaluru,2-7 Yrs,"Predictive Modeling
Hypothesis Testing
SEO
ASO
Philosophy
Python
SQL"
1375,Data Scientist,ITOrizon,Bangalore/Bengaluru,2-4 Yrs,"IT Skills
Java
Python
Machine Learning
Javascript
IT services
C++
ERP"
1376,Data Scientist,NIRAMAI HEALTH ANALYTIX PRIVATE LIMITED,Bengaluru,2-4 Yrs,"IT Skills
Python
Machine Learning
Computer science
Electrical engineering
Analytical skills
Computer vision
Medical imaging"
1377,Data Scientist,Diverse Lynx,Bengaluru,2-7 Yrs,"IT Skills
Python
Testing
Machine Learning
Computer languages
Neural networks
Predictive modeling
Business solutions"
1378,Data Scientist,DocsApp,Bangalore/Bengaluru,3-5 Yrs,"Diagnostics
Analytical
Machine learning
Healthcare
Information retrieval
Wellness
Natural language processing
Operations"
1379,Data Scientist,VOLVO ASSET FINANCE INDIA PRIVATE LIMITED,Bangalore/Bengaluru,2-5 Yrs,"IT Skills
Python
Software Development
Tableau
Power BI
Azure
Automation
C++"
1380,Data Scientist,Ayla Networks,Bangalore/Bengaluru,5-10 Yrs,"Kafka Event Bus
RESTful
SDLC
Agile
Software Development Lifecycle
Kubernetes microservices
GCP
AWS"
1381,Data Scientist,Tiger Analytics,Chennai,4-9 Yrs,Data Scientist
1382,Data Scientist,Matrixcare India Private Limited,Chennai,3-7 Yrs,"Pytorch
Tensorflow
Nltk
NLP
Keras
SQL Server
Spacy
Machine Learning"
1383,Data Scientist,Climate Connect,Pune,2-5 Yrs,Data Scientist
1384,Data Scientist,Protocol Zone,Ahmedabad,1-4 Yrs,"IT Skills
Python
Machine Learning
Analytical skills
Computer vision
deep learning
Opencv
Programming"
1385,Data Scientist - MLB,SNAPMINDS TECHNOLOGIES LLP,Bangalore/Bengaluru,2-3 Yrs,"IT services
Logistic regression
Head Business Development
SAS
Machine learning
Vendor
Forecasting
CRM"
1386,Data Scientist,Fospe Software Pvt. Ltd,Bengaluru,4-6 Yrs,"IT Skills
Java
Python
Software Development
Testing
Machine Learning
Tableau
Computer science"
1387,Data Scientist,KRISHPAR TECHNOLOGIES PRIVATE LIMITED,"Chennai, Bengaluru",2-6 Yrs,"Computer vision
Image processing
Neural networks
Machine learning
Signal processing
Programming
Supervision
Python"
1388,Data Scientist Predictive Modelling,Symmetrical Global Search Pvt Ltd,Bengaluru,10-12 Yrs,"Data modeling
Coding
E-commerce
Predictive modeling
HTML
HR"
1389,Data Scientist 1,AgreeYa,Bengaluru,5-7 Yrs,"IT Skills
Python
Machine Learning
Cloud
AWS
Azure
Training
Cloud computing"
1390,Data Scientist,RGF Professional Recruitment,Bengaluru,3-9 Yrs,"Marketing analytics
Machine learning
Saving
Management
Statistics
Analytics
Recruitment"
1391,Data Scientist - Imagery,DeHaat,Bangalore/Bengaluru,3-9 Yrs,Business solutions
1392,Data Scientist,Next Labs,Bengaluru,10-15 Yrs,"Computer science
Automation
Operations research
SAS SQL
Artificial Intelligence
Machine learning
MATLAB
Gaming"
1393,Data Scientist,Networth corp,Bangalore/Bengaluru,1-5 Yrs,"Python
IT Skills
Data Science
Cloud
Predictive Modeling
Algorithm Development
Excel
Algorithms"
1394,Data Scientist,AgreeYa,Bengaluru,4-8 Yrs,"IT Skills
Python
Machine Learning
Cloud
Big Data
AWS
Computer science
Software design"
1395,Data Scientist,NVIDIA,Bangalore/Bengaluru,3-6 Yrs,"Computer science
Software design
Linux
Networking
Network operations
Artificial Intelligence
Machine learning
Troubleshooting"
1396,Data Scientist,MediBuddy,Bangalore/Bengaluru,3-8 Yrs,"deep learning
Analytical
Machine learning
Healthcare
Information retrieval
Wellness
Natural language processing
Operations"
1397,Role 1 : Data Scientist,Number Theory Software,Gurgaon/Gurugram,2-7 Yrs,"IT Skills
Java
Python
Machine Learning
Big Data
Basic
Linux
Coding"
1398,Data Scientist,Innoplexus,Pune,4-8 Yrs,"Computer science
Text mining
Computer vision
Image processing
Artificial Intelligence
Machine learning
Life sciences
Bioinformatics"
1399,DATA SCIENTIST,Tech27 Systems Ltd,Kozhikode,3-8 Yrs,"C++
SQL database
Analytical
Machine learning
Javascript
Calculus
Windows
Analytics"
1400,Data Scientist/NLP Engineer,NISC Exports Services (p) Ltd,Hyderabad/Secunderabad,2-7 Yrs,"Computer science
Automation
metadata
Publishing
Machine learning
ROC
Agile
Natural language processing"
1401,"MNC Hiring For "" Sr. Consultant- Data Scientist "" - Gurgaon",ESS CEE HR SOLUTIONS,Gurgaon/Gurugram,7-12 Yrs,"machine learning
Data Analytics
Python
predictive modelling
Logistic Regression
Factor Analysis
Regression Analysis
market scenerio"
1402,Senior Data Scientist - AI,GreatLearning,Bangalore/Bengaluru,1-6 Yrs,"Trade
Packaging
Neural Networks
Model Validation
Programming
Research
Computer Vision
Deep Learning"
1403,Data Scientist,Capgemini,Hyderabad/Secunderabad,2-7 Yrs,"IT Skills
Python
Data Science
Machine Learning
Tableau
Text mining
deep learning
Coding"
1404,Data Scientist with a leading IT Consulting Firm,visioncraft consulting,"Pune, Bangalore/Bengaluru, Mumbai (All Areas)
(WFH during Covid)",6-9 Yrs,"IT Skills
Python
Data Science
Machine Learning
Predictive Modeling
Algorithms
Segmentation
IT Consulting"
1405,Senior Data & Applied Scientist,Microsoft,Hyderabad/Secunderabad,5-8 Yrs,"IT Skills
Machine Learning
Big Data
Power BI
Azure
Computer science
Data analysis
Product engineering"
1406,Senior Data & Applied Scientist,Microsoft,Hyderabad/Secunderabad,7-12 Yrs,"Computer science
Product quality
C++
Coding
Machine learning
Information retrieval
Natural language processing
Data mining"
1407,Senior Data and Applied Scientist,Microsoft,Hyderabad/Secunderabad,8-13 Yrs,"IT Skills
Java
Program Management
Big Data
Computer science
Interpersonal skills
data science
Programming"
1408,Big4 is hiring For Data Scientist,LIVE CONNECTIONS PLACEMENTS PRIVATE LIMITED,"Gurgaon/Gurugram, Bangalore/Bengaluru",3-8 Yrs,"Artificial Intelligence
Machine Learning
Python
AI
Data science
ML
predictive analytics
Go"
1409,Hiring Data Scientist - Pune,People Powered Solutions,Pune(Kalyani Nagar),3-6 Yrs,"python
data science
big data analytics
predictive modeling
Data Scientist
machine learning
business intelligence
sql"
1410,Data scientist - Delhi ( For Large Corporate House),Industrial Personnel Network,New Delhi,3-7 Yrs,"python
R
Data science
data scientist
Machine Learning"
1411,Data Scientist,Orris Info Lab Private Limited,Chennai,4-8 Yrs,"Java
Hadoop
Python
IT Skills
Testing
Machine Learning
Big Data
R"
1412,Data Scientist,Orris Info Lab Private Limited,Chennai,4-8 Yrs,"Java
Hadoop
Python
R
Product Sales
Big Data
Machine Learning
Statistical Analysis"
1413,Hiring Data Scientists - Hyderabad,CIEL HR Services Pvt Ltd,Hyderabad/Secunderabad,3-8 Yrs,"Data Mining
Machine Learning
Python
MATLAB
R
NoSQL
predictive modeling
communication"
1414,Hiring For Analytical Developer / Data Scientist | SAS | Pune,REKRUT INDIA PRIVATE LIMITED,"Pune
(WFH during Covid)",5-10 Yrs,"Pandas
Machine Learning
Predictive Analytics
IT Skills
Python
Testing
Data Science
Product Management"
1415,"Data Scientist, Data Analytics, Web Analytics",TopGear Consultants Pvt Ltd.,Mumbai (All Areas),4-9 Yrs,"Google Analytics
Web Analytics
Statistical Data Analysis
Python
AI
data modelling
Predictive Modelling
data analysis"
1416,"Data Scientist, Data Analytics, Web Analytics",TopGear Consultants Pvt Ltd.,Mumbai (All Areas),4-9 Yrs,"Google Analytics
Web Analytics
Statistical Data Analysis
Python
AI
data modelling
Predictive Modelling
data analysis"
1417,Data Scientist - R/ Spss/ Python,Serving Skill,Japan,2-6 Yrs,"IT Skills
Python
Data Science
R
DataOps
Data Scientist
Data Management
Statistical Modeling"
1418,Hiring For Principal Data Scientist Position_Mumbai Location,DIGIFOCAL IT SOLUTIONS PRIVATE LIMITED,"Mumbai
(WFH during Covid)",15-20 Yrs,"Data science
Data Warehouse
Big Data
IT Skills
Python
Testing
Cloud
AWS"
1419,Hiring For Principal Data Scientist Position_Mumbai Location,DIGIFOCAL IT SOLUTIONS PRIVATE LIMITED,"Mumbai
(WFH during Covid)",15-20 Yrs,"Data science
Data Warehouse
Big Data
IT Skills
Python
Testing
Cloud
AWS"
1420,Data Scientist,Hungry Bird Consulting Services Pvt Ltd.,Hyderabad/Secunderabad,3-8 Yrs,"Artificial Intelligence
Machine Learning
Data Scientist
IT Skills
Python
Software Development
Testing
Data Science"
1421,Data scientist - Gurgaon - Python / Machine Learning / Hadoop,Industrial Personnel Network,Gurgaon/Gurugram,3-7 Yrs,"python
R
Data science
data scientist
Machine Learning"
1422,Job Opportunity For Data Scientist- Computer Vision!,Peoplefy Infosolutions Pvt. Ltd.,Pune,10-15 Yrs,"OpenCV
Python
Torch
Resnet
Tensorflow Vision
Data Modeling
IT Skills
Tensorflow"
1423,Data Scientist,Scienaptic Systems,Bangalore/Bengaluru,2-5 Yrs,"IT Skills
Machine Learning
Artificial Intelligence
Big Data
AWS
Unix
Risk assessment
Credit underwriting"
1424,Data Scientist,"SAGE IT, INC",Remote,3-7 Yrs,"IT Skills
Python
Software Development
Machine Learning
Cloud
AWS
Computer science
GCP"
1425,Data Scientist,SG Analytics Pvt Ltd,Pune,4-9 Yrs,"Data analysis
Primary research
Equity research
Pharma
Consulting
Healthcare
Capital market
Investment banking"
1426,Data Scientist,Burgeon IT Services Pvt ltd,Chennai,6-11 Yrs,"Computer science
IT services
Statistical modeling
github
Decision models
Social media
Machine learning
Operations"
1427,Data Scientist - ML Operations,Maven Wave,remote,3-6 Yrs,Data Scientist - ML Operations
1428,Data Scientist,Jet2 Travel Technologies Pvt. Ltd.,Pune,2-5 Yrs,"IT Skills
Python
Data Science
Machine Learning
Oracle
Big Data
Tableau
Scikit-Learn"
1429,Data Scientist,Ensar Solutions Pvt Ltd,Remote,3-5 Yrs,"Time Series
Forecasting
Python
IT Skills
Data Science
Machine Learning
Visualization
Algorithms"
1430,Data Scientist,2Base,"Kochi/Cochin, Palghat/Palakkad",4-8 Yrs,Data Scientist
1431,Data Scientist,Sahasya Global Solutions,Hyderabad,12-17 Yrs,"IT services
development
c
technical
level
System programming
it
Analytics"
1432,Principal Data & Applied Scientist Manager,Microsoft,Bangalore/Bengaluru,10-15 Yrs,"IT Skills
Python
Data Science
Machine Learning
Artificial Intelligence
Big Data
Computer science
deep learning"
1433,Machine Learning-data Scientist,Saffron Consultancy Services(scs),Pune,6-10 Yrs,"Technical product configuration
c++
C
design
MySQL
JavaScript
integration PHP
HTML"
1434,Data Scientist,Kennedys,Trivandrum/Thiruvananthapuram,3-6 Yrs,Data Scientist
1435,Data Scientist,Kennedys Kognitive Computing Private Limited,Trivandrum/Thiruvananthapuram,3-6 Yrs,"Python
Scrum
analytical
JIRA
Pivotal
DevOps
Git
Azure DevOps"
1436,Data Scientist - Market Mix Modeling | Blend 360,TALENT500 TECH (INDIA) PRIVATE LIMITED,Remote,5-8 Yrs,"Data Science
Marketing Mix Modeling
Python"
1437,Data Scientist,Mindcurv TSPL,Kochi,3-6 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Big Data
AWS
Order management"
1438,Data Scientist,Stratacent India Private Limited,Pune,5-10 Yrs,"SAS
Linux
Consulting
Healthcare
Presales
Medical insurance
Windows
Troubleshooting"
1439,Data Scientist ( m / f / d ),aioneers GmbH,Pune,3-8 Yrs,"Computer science
Supply chain management
Supply chain operations
German
QlikView
Continuous improvement
Econometrics
Analytics"
1440,Data Scientist (H1B Visa Sponsorship),DT4.O Technologies Private Limited,Hyderabad/Secunderabad,7-10 Yrs,"Machine Learning
Deep Learning
Python
Pytorch
Opencv
presentation
Azure
Tableau"
1441,Data Scientist (m/f/d),aioneers GmbH,Pune,3-7 Yrs,"Supply chain
Computer science
Supply chain management
Supply chain operations
QlikView
Continuous improvement
Econometrics
Analytics"
1442,Data Scientist/ML/AI Consultant,DCG Data-Core Systems (India) Pvt. Ltd.,Remote,4-8 Yrs,"Git
Python
Spark
AWS
Machine Learning
SQL
Azure
NLTK"
1443,Data Scientist,Contus,Chennai,3-6 Yrs,Data Scientist
1444,Data Scientist (Python3 + Machine Learning),Forstaffing - Executive Search Firm,Remote,3-5 Yrs,Machine learning
1445,Data Scientist,CHISQUARE LABS PRIVATE LIMITED,Kochi/Cochin,4-8 Yrs,"Python
oral communication
R
SQL
SAS
written
Matlab
IT Skills"
1446,Data Scientist,Ideas2IT,Not Specified,2-7 Yrs,"Help Desk
Customer Service
customer relationship
access controls
Telephony support
Asset Management
Vendor Management
Information"
1447,Data Scientist,mPokket,Kolkata,3-8 Yrs,"Computer science
Operations research
SAS
Analytical
PHP
Econometrics
Operations
Analytics"
1448,Data Scientist,Tech Ringers,Hyderabad,8-13 Yrs,"IT Skills
Python
Machine Learning
Artificial Intelligence
BPO
RF
Image processing
Staffing"
1449,Data Scientist,iLink Digital,Pune,5-10 Yrs,"Telecom
SAN
Cloud computing
SOC
SMS
MATLAB
ASP
Analytics"
1450,Data Scientists,Pratibha Analytics,Hyderabad,2-7 Yrs,"Help Desk
Customer Service
customer relationship
access controls
Telephony support
Asset Management
Vendor Management
Information"
1451,Data Scientist,HRDevi Talent Acquisition,Trivandrum,4-6 Yrs,"Help Desk
Customer Service
customer relationship
access controls
Telephony support
Asset Management
Vendor Management
Information"
