,roles,companies,locations,experience,skills
280,Data Engineer,GSK India,Bangalore/Bengaluru,5-10 Yrs,"Data Factory
Databricks
SQL DW
Java
Power BI
Power Apps
Scala
Architectural Patterns"
281,"Data Science, Principal Technical Expert",Schneider Electric,Bangalore/Bengaluru,6-10 Yrs,"Computer science
Solution architecture
Analytical
Ethernet
Machine learning
Scrum
HTTP
Business strategy"
282,"Data Science , Senior Design Engineer",Schneider Electric,Bangalore/Bengaluru,3-6 Yrs,"Computer science
Solution architecture
Analytical
Ethernet
Machine learning
Scrum
HTTP
Business strategy"
283,Data Science Trainer,NEEMTREE INTERNET PVT LTD,Gurgaon/Gurugram,2-6 Yrs,"Training
deep learning
data science
Machine learning
data visualization
Business intelligence
Analytics
Python"
284,Head Data Analytics,NPCI,Hyderabad/Secunderabad,12-20 Yrs,"Data Science
Java
Artificial Intelligence
Image Processing
Natural Language Processing
Computer Vision
Natural
Machine Learning"
285,Modeling Analyst/ Manager,Isha Foundation,Coimbatore,2-7 Yrs,"Business Intelligence
data analysis
forecasting
Artificial Intelligence
Data Mining
Tableau
machine learning
Data Science"
286,Urgent hiring of Senior Manager - Data Scientist,Concerix Technologies Private Limited,"Gurgaon/Gurugram, Bangalore/Bengaluru
(WFH during Covid)",5-8 Yrs,"Consumer Behaviour
Financial Services
Fintech
Finance
User Experience
Lgd
terabytes
Ead"
287,Data Scientist,Zekardo Automotive Solutions,"Gurgaon/Gurugram
(WFH during Covid)",5-8 Yrs,"Predictive Modeling
Data Science
Exploratory Data Analysis
EDA
Segmentation
Time Series
Decision Trees
SVM"
288,Data Scientist,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",3-8 Yrs,"Data Science
NLP
Data Scientist
Data Management
Data Visualization
Machine Learning
SQL
Python"
289,Data Scientist - BFSI,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",3-8 Yrs,"Data Science
NLP
Data Scientist
Data Management
Data Visualization
Machine Learning
SQL
Python"
290,Senior Data Engineer,Essence,New Delhi,1-3 Yrs,"Data Science
R
Data Management
Big Data
Data Analysis
Data Engineer
Data Visualization
Digital Marketing"
291,Manager - Data Scientist - Analytics,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,5-10 Yrs,"data analytics
Analytics
Python
Predictive Modeling
Data Science
NLP
SAS
Data Scientist"
292,Data Science,Acme Services,Mumbai,4-9 Yrs,"PyTorch
Graph DB
Scrapy
Selenium
Python
Scikit
ML
Keras"
293,Principal Architect (AI),EXAMROOM.AI India Pvt Ltd,Bangalore/Bengaluru,10-15 Yrs,"image processing
opencl
slam
deep learning
cuda
python
data science
computer vision"
294,Senior Analyst - Data Science,Tiger Analytics India LLP,"Chennai
(WFH during Covid)",1-6 Yrs,"R
python
written
verbal communication
IT Skills
Data Science
Machine Learning
Artificial Intelligence"
295,Data & Applied Scientist,Microsoft,"Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru",3-7 Yrs,"Data analysis
data science
Debugging
Machine learning
System design
Information retrieval
Natural language processing
Research"
296,Looking For Senior Data Scientist For Denave,Denave India Pvt Ltd.,Noida,7-12 Yrs,"Googles BERT
ML algorithms
python framework
ELMo
RNN
scikit
data wrangling
APIs"
297,Data Scientist - Process Excellence & Analytics,Huquo Consulting Pvt. Ltd,Noida,2-4 Yrs,"Data Science
Predictive Modeling
Data Scientist
Process Excellence
Data Analytics
Statistics
Machine Learning
Analytics"
298,Senior Data Scientist,Mobikwik,"Gurgaon/Gurugram
(WFH during Covid)",3-6 Yrs,"Big Data Analytics
Machine Learning
Python
Data Science
Credit Risk
Statistics
Deep Learning
SQL"
299,Lead - Data Science - KPO,Huquo Consulting Pvt. Ltd,"Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",3-8 Yrs,"Data Science
Bagging
Random Forests
Linear Regressions
SVM
Data Management
Statistical Modeling
Decision Tree"
300,Lead - Data Science - FinTech,Its All About People (ITAAP),"Gurgaon/Gurugram, Delhi / NCR",5-8 Yrs,"Data Science
R
Python
Cassandra
Data Mining
machine learning
Analytics
SQL"
301,Web Analytics Data Insights Analyst / Sr. Analyst,AbsolutData Research Analytics Solutions Pvt. Lt,New Delhi,4-8 Yrs,"Data Science
Statistical Modeling
Data Mining
Data Visualization
Web Analytics
Tableau
Machine Learning
Adobe Analytics"
302,Data Scientist - BFSI,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",3-8 Yrs,"Data Science
NLP
Data Scientist
Data Management
Statistical Modeling
Data Visualization
Data Analytics
Machine Learning"
303,ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,Gurgaon/Gurugram,8-10 Yrs,"Google Cloud Platform
Python
SQL
IT Skills
Machine Learning
Cloud
Oracle
MS SQL"
304,ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,Gurgaon/Gurugram,2-7 Yrs,"analytics
Machine Learning
Statistical Models
IT Skills
Python
Artificial Intelligence
Cloud
Oracle"
305,Junior Data Scientist/ta,WSD Consultant,"Mumbai, Hyderabad, Pune, Gurgaon, Chennai, Bengaluru",1-5 Yrs,"E-learning
Technology management
data science
Application programming
Artificial Intelligence
Machine learning
Manager Technology
Management"
306,ACN - Applied Intelligence - CC - Data Science - 10,Accenture,Gurgaon/Gurugram,3-4 Yrs,"Applied Intelligence
Machine Learning
Data Science
IT Skills
Python
Cloud
AWS
Tableau"
307,"Senior Analyst, Business Intelligence & Data Science",Ciena,Gurgaon/Gurugram,8-12 Yrs,"Data Science
Business Intelligence
Power BI
Advanced Analytics
Predictive Modelling
Data Modeling
Machine Learning
SQL"
308,Job opening For Data Engineer / Scientist with UK based MNC,Contrado Imaging India Pvt. Ltd.,Ahmedabad,3-7 Yrs,"Python
SQL
Data Science
data analytics
Data Mining
Data Cleansing
hadoop
Spark"
309,Associate Vice President - Data Scientist - IIT/NIT/IIM/XLRI,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,8-12 Yrs,"IT Skills
Java
Python
Machine Learning
Cloud
Big Data
Data Science
NLP"
310,Lead - Data Scientist - Banking Domain - IIT/NIT/BITS,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,4-8 Yrs,"Data Science
Anomaly Detection
R
NLP
Data Mining
Text Mining
SVM
Machine Learning"
311,Senior Manager - Data Science,Smart Cube,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",8-12 Yrs,"NLP
Machine Learning
Deep Learning
Data Science
Advanced Analytics
Statistical Modeling
Data Visualization
Gephi"
312,ACN - Applied Intelligence - GCP - Data Science - 08,Accenture,Gurgaon/Gurugram,5-10 Yrs,"IT Skills
Python
Data Science
Machine Learning
Predictive Modeling
Artificial Intelligence
linear regression
Analytics"
313,Associate Data Engineer,Ecom Express Private Limited,Gurgaon/Gurugram,1-4 Yrs,"Data Science
Artificial Intelligence
Hadoop
Big Data
Data Engineer
Spark
Data Modeling
Aws"
314,Senior Data Analyst,Urban Company,"Gurgaon/Gurugram, Bangalore/Bengaluru",2-4 Yrs,"IT Skills
Python
Data Science
Machine Learning
Logistic regression
advanced analytics
Schema
Data Analyst"
315,Machine Learning Seniors,Walking Tree Consultancy Services pvt Ltd,"Hyderabad/Secunderabad, New Delhi",2-5 Yrs,"Tensorflow
Python
Pandas
Gitlab
written communication
Jupyter
MongoDB
GitHub"
316,Analytics Developer - C2,AgreeYa,Noida,1-8 Yrs,"PyTorch
RNN
verbal
CNN
Spacy
Predictive modeling
Scikit Learn
Python"
317,Senior Vice President - Analytics - Data Science Team - IIT/IIM,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,8-13 Yrs,"Data Science
machine learning
Analytics
IT Skills
Python
Project Management
BPO
project management"
318,Data Scientist,BlackBuck,"Gurgaon, Bengaluru",3-7 Yrs,"IT Skills
Data Science
Machine Learning
deep learning
Operations research
Image processing
Programming
Sensors"
319,Data Scientist/ Data Science Engineer,futurism technologies,Pune,4-9 Yrs,"Data Wrangling
NoSQL
Apache Spark
Tableau
Python
data mining
Hadoop
machine learning"
320,Director/ Senior Director - Data Science at Kantar,Kantar Analytics Practice,"Chennai, Bangalore/Bengaluru
(WFH during Covid)",5-10 Yrs,"Data Science
NLP
Artificial Intelligence
Natural Language Processing
Computer Vision
Machine Learning
Deep Learning
Python"
321,Data Scientist/ Data Science Engineer,futurism technologies,Pune,4-9 Yrs,"statistical analysis
machine learning
NoSQL
Tableau
data mining
Hadoop
Apache Spark
Data Wrangling"
322,Analyst / Sr. Analyst- Data Science and Credit Analytics,BLUCOGNITION PRIVATE LIMITED,"Pune, Bangalore/Bengaluru
(WFH during Covid)",3-8 Yrs,"analytics
nlp
machine learning
deep learning
algorithms
data science
data mining
solution development"
323,Analyst- Data Science,Accenture,Bangalore/Bengaluru,3-5 Yrs,"Data Science
IT Skills
Machine Learning
Artificial Intelligence
Predictive Modeling
data mining
AI
Analytics"
324,Marketing Data Science Professional - SAS - Consulting Firm,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,2-5 Yrs,"Data Science
R
Customer Segmentation
Statistical Modeling
Neural Networks
Decision Trees
Machine Learning
Python"
325,Data Scientist and Director Data Scientist,OyoRooms,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR",2-7 Yrs,"data science
Analytical
Analysts
Machine Learning
Deep Learning"
326,Data Scientist,T & A Solutions,Gurgaon/Gurugram,2-6 Yrs,"Unix
Computer science
Analytical skills
deep learning
NoSQL
Linux
data science
Machine learning"
327,Data Science,Diverse Lynx,Gurgaon,2-6 Yrs,"Supply chain
Data analysis
Prototype
Consulting
Machine learning
Mentor
Open source
Data mining"
328,ACN - Applied Intelligence - CC - Data Science (IN) - 10,Accenture,Gurgaon/Gurugram,3-4 Yrs,"IT Skills
Python
Machine Learning
Cloud
AWS
Tableau
Power BI
Data Science"
329,Data Scientist - Machine Learning,ZISPL,Gurgaon/Gurugram,5-7 Yrs,"data mining
Tableau
Machine Learning
SAS Visual Analytics
analytical
Machine Learning lifecycle
Python
AWSAzureGCP"
330,Machine Learning Head - Algorithm/ Numpy/ Tensorflow,Job Fittment Finder,"Pune, Delhi / NCR",10-15 Yrs,"Machine Learning
Algorithm
Numpy
IT Skills
Python
Software Development
Testing
Data Science"
331,Senior Python Developer,Tranzmeo IT Solutions Private Limited,New Delhi,3-8 Yrs,"IT Skills
Python
Software Development
Machine Learning
Big Data
Data Science
Analytical Skills
Python Developer"
332,ACN - Applied Intelligence - CC - Data Science (IN) - 10,Accenture,Gurgaon/Gurugram,3-4 Yrs,"Data Science
Applied Intelligence
Computer science
Data analysis
Version control
GIT
Data modeling
Coding"
333,Senior Software Engineer - Data Science,Ignitee Digital Solutions Pvt Ltd,Noida,4-6 Yrs,"Telecom
Data analysis
Neural networks
Analytical
Machine learning
linear regression
data visualization
Analytics"
334,Job Opening For Data Scientist_ Wunderman Thompson,Wunderman Thompson Commerce Private Limited,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)
(WFH during Covid)",0-2 Yrs,"Data Science
Algorithms
Data Structures
Machine Learning
Deep Learning"
335,"LAMP Developer , PHP Developer",IncBit Integrated Systems Pvt. Ltd.,Delhi,2-3 Yrs,"Agile development methodologies
CSS
PHP
HTML
JQUERY
JS
IT Skills
Cloud"
336,Content Writer / Provider,IncBit Integrated Systems Pvt. Ltd.,Delhi,0-1 Yrs,"data science
Artificial Intelligence
Machine learning
Research
IOS
Android"
337,Data Engineer,BRIJ HR SOLLUTIONS,"Noida, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",1-6 Yrs,"data engineer
SQL
Python
Spark Coding
Teradata
AWS
Azure
SAP"
338,Data Science Corporate Trainer - Bengaluru - In Office job,SKILLFLOOR SOLUTIONS PRIVATE LIMITED,Bangalore/Bengaluru,1-6 Yrs,"Training
deep learning
Soft Skills
Presentation Skills
python
Classroom Training
data science
Classroom Teaching"
339,Manager - Data Science - IIT/NIT/IIM/ISB/XLRI,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,5-9 Yrs,"IT Skills
Testing
Machine Learning
Cloud
AWS
Data Science
Project Execution
Aws Lambda"
340,Engineer Machine Learning,BluePi Consulting Pvt Ltd,Gurgaon/Gurugram,1-4 Yrs,"Data Science
Big Data
Aws
Machine Learning
Statistical Analysis
Deep Learning
Python"
341,ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,Gurgaon/Gurugram,8-10 Yrs,"Data Science
Applied Intelligence
GCP
IT Skills
Python
Machine Learning
Cloud
Oracle"
342,ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,Gurgaon/Gurugram,8-10 Yrs,"Binary Classification Model
ANN
LSTM
Linear regression
SVM
Machine Learning
Logistic
Statistical Models"
343,Technical Architect,RGF Professional Recruitment,Gurgaon/Gurugram,9-16 Yrs,"Data Science
Hive
C #
Sql Server
Hadoop
Javascript
. Net
Machine Learning"
344,FULL STACK DATA SCIENCE ARCHITECT,Aitouch,Gurgaon,4-9 Yrs,"Computer vision
NoSQL
cassandra
Artificial Intelligence
Machine learning
Intellectual property
SCALA
Agile"
345,Data Scientist,JSW Cement,Mumbai,4-9 Yrs,"python
data science
machine learning
neo4j
neural networks
information retrieval
random forest
nosql"
346,Data Science Engineer - Python,Young Mind Technology Solutions,Tirupati,0-2 Yrs,"Data Science
Python
IT Skills
data protection solutions
Data Science Engineer
Implement security
Machine Learning"
347,Senior Data Scientist,Shell,"Chennai, Bangalore/Bengaluru",6-11 Yrs,"NLP
Computer Vision
Deep Learning
Data Science
Predictive Modeling
R
Reinforcement Learning
Data Analytics"
348,Quantitative Analytics Specialist - NLP,Wells Fargo,Bangalore/Bengaluru,1-3 Yrs,"Tensorflow
NLP
Quantitative Analytics
Pytorch
Data Science
R
Artificial Intelligence
Keras"
349,Machine Learning Ops,Mindtree,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",7-10 Yrs,"Data Science
Machine Learning
Java
Ansible
Kubernetes
Terraform
Docker
Python"
350,Data Platform Architect,GSK India,Bangalore/Bengaluru,16-26 Yrs,"Data Modelling
Data Lake Store
Azure Storage
Data Science
Streaming
Data Engineering
Artificial Intelligence
Spark"
351,Senior Software Engineer(s) / Lead / Architect Level,Stellar IT Solutions LLC,"St Louis, Missourie",8-13 Yrs,"IT Skills
Java
Software Development
Data Engineering
web services
gwt
GCP Cloud Build
hibernate"
352,Engineer Data Scientist,Micron Tech,Hyderabad/Secunderabad,5-10 Yrs,"HBase
Hive
Spark
Tensorflow
CVPR
KDD
machine learning
data science"
353,Data Science Lead,Nepa India Pvt Ltd,"Mumbai, Navi Mumbai, Mumbai (All Areas)",3-6 Yrs,"R
data science
Power BI
data scientist
Tableau
Machine Learning
Python
SQL"
354,Data Scientist - Climate,Institutional Shareholder Services India Private Ltd,Mumbai Suburban,1-4 Yrs,"analytics
data science
Machine Learning
tensorflow
python
data mining
matplotlib
pytorch"
355,Senior Data Scientist,TransUnion,Pune,2-6 Yrs,"Data Science
Random Forrest
Data Scientist
Machine learning"
356,Jr. Data Science Professional,Harmony Data Integration Technologies,Mohali,1-3 Yrs,"R
GO
Python
IT Skills
Data Science
Machine Learning
Cloud
clustering"
357,Data Scientist & Bi Lead,TopGear Consultants Pvt Ltd.,"Mumbai, Pune",9-14 Yrs,"Business Intelligence
python
Big Data
r
exploratory data analysis
data science
spark
hadoop"
358,"Confluent - Manager - Data Science,Pan India",Confluent,remote,10-12 Yrs,"Computer science
Operations research
Web analytics
Staffing
Machine learning
data visualization
MATLAB
Marketing strategy"
359,Data Scientist,Fundnel Limited,Mumbai,3-5 Yrs,"Mining
Computer science
Logistic regression
Financial statements
data science
Data modeling
Machine learning
Data mining"
360,Data Scientist & Bi Lead,TopGear Consultants Pvt Ltd.,"Mumbai, Pune",9-14 Yrs,"Business Intelligence
python
Big Data
r
exploratory data analysis
data science
spark
hadoop"
361,Junior Data Scientist with Python Expertise,India-Israel Innovation HUB-TeamScale- SATC Marketing India Pvt Ltd,Gurgaon/Gurugram(Udyog Vihar),2-7 Yrs,"communication
Python
machine learning
IT Skills
Testing
DevOps
Big Data
Data Science"
362,Team Lead/Consultant-Data Science,Accenture,Mumbai,7-11 Yrs,"Publishing
Architecture
data science
management
Consulting
Machine learning
Client relationship
Management"
363,"Data Science Engineer, SMAI",Micron Tech,Hyderabad/Secunderabad,3-8 Yrs,"python
R
MES
hive
data science
spark
statistical modeling
machine learning"
364,Data Scientist,"RapidOps, Inc",Ahmedabad,1-5 Yrs,"numpy
Tensor flow
scikit
pandas
IT Skills
Data Science
Machine Learning
PDF"
365,Python Developer,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,"Panaji/Panjim, North Goa, Bangalore/Bengaluru",2-4 Yrs,"django
flask
python developer
IT Skills
Python
Testing
Data Science
Machine Learning"
366,Research Manager,Accenture,India,6-10 Yrs,"IT Skills
Data Science
Machine Learning
Business process
Business administration
Supervisor
Business analytics
Consulting"
367,Team Lead Data Science,HighRadius,Bhubaneswar,8-13 Yrs,"Java
R
Python
PyTorch
Jupyter
Numpy
Scikit
Plotly"
368,Senior Machine Learning Engineer/Associate - Distributed Computing,Getinz Techno Services,"Chennai, Bangalore/Bengaluru",1-6 Yrs,"Distributed Computing
Machine Learning
Python
Tensorflow
Spark ML
H2O
Scala
JavaPythonGolang"
369,Data Scientist For leading NBFC,SKILLVENTORY,Pune,1-6 Yrs,"Data Science
Use Cases
Events
Artificial Intelligence
Problem Solving
Senior Management
machine learning
Deep Learning"
370,Data Scientist Team Leader,AGILITY HUMAN RESOURCE MANAGEMENT SERVICES PRIVATE LIMITED,"Delhi / NCR, Mumbai (All Areas)",12-15 Yrs,"Hadoop
R
NLP
OpenNLP
deep learning frameworks
sci - kit
spacy
pytorch"
371,Data Scientist Jr/Mid/Senior,AGILITY HUMAN RESOURCE MANAGEMENT SERVICES PRIVATE LIMITED,"Delhi / NCR, Mumbai (All Areas)",6-11 Yrs,"Hadoop
R
NLP
Python
Machine learning
OpenNLP
pytorch
sci - kit"
372,Data Science Instructor,DataIsGood,Remote,2-6 Yrs,"Power Bi
Artificial Intelligence
Natural Language Processing
Data Visualization
Tableau
Machine Learning
Python
SQL"
373,QA Engineer,Simplify360,Bangalore/Bengaluru,2-4 Yrs,"Relationship management
Digital media
data science
Business research
Business analysis
Market intelligence
Machine learning
Market research"
374,Hiring For Project Management cum Development role.,Innoplexus Consulting Services Private Limited,Pune,6-11 Yrs,"python
project management
IT Skills
Data Science
Machine Learning
BPO
front end
nlp"
375,Senior Analyst-Data Science,Accenture,Bangalore/Bengaluru,5-8 Yrs,"Analyst
Publishing
Architecture
data science
Business Economics
Consulting
Machine learning
Predictive modeling"
376,Team Lead/Consultant-Data Science,Accenture,Mumbai,7-11 Yrs,"Business administration
Publishing
Architecture
data science
management
Consulting
Machine learning
Management"
377,Senior Analyst-Data Science,Accenture,Mumbai,5-8 Yrs,"IT Skills
Data Science
Machine Learning
Artificial Intelligence
Business administration
Analyst
Publishing
Architecture"
378,Dream Sports - Manager - Product,Dream11,Mumbai,3-8 Yrs,"Product management
Analytical skills
Product engineering
data science
Machine learning
Agile
Manager Technology
Commerce"
379,Associate Manager-Insights & Intelligence,Accenture,Mumbai,10-14 Yrs,"IT Skills
Data Science
Machine Learning
Artificial Intelligence
Cloud
Business administration
Publishing
Architecture"
380,Technical Trainer - Python / Data Analytics / Data Science / Django,SEVEN MENTOR AND TRAINING PRIVATE LIMITED,Pune,2-7 Yrs,"Matplotlib
python
data analytics
Python Data Analytics
object detection
Tableau
AWSprogramming
R- Programming"
381,Research Senior Analyst,Accenture,Bangalore/Bengaluru,2-5 Yrs,"IT Skills
Data Science
Machine Learning
Business process
Business administration
Business research
Business analytics
Consulting"
