,Unnamed: 0,roles,companies,locations,experience,skills
1780,1780,Data Scientist,Michelin,Pune,2-6 Yrs,"BPO
data analysis
Machine learning
Deployment
Testing"
1781,1781,Data Scientist-Onsite and offshore,PROKXIMITY,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3-8 Yrs,"Data Science
NLP
Machine Learning
learning
Python
data analytics
R
Pandas"
1782,1782,Data Scientist,Axis My India Limited,Mumbai (All Areas),4-8 Yrs,"Analytical
Python
Tableau
communication
data mining
Hadoop
ML
R"
1783,1783,DATA SCIENTISTS,Indira Securities Pvt. Ltd,Indore,5-8 Yrs,"Distribution analysis
Machine learning
Hypothesis Testing
Anova
SPSS
data visualization
Multivariate analysis
Forecasting"
1784,1784,Data Scientist,Wcities,"Mumbai (All Areas)(Mindspace)
(WFH during Covid)",3-6 Yrs,"data mining
machine learning
artificial intelligence
Spark
Python
MySQL
SQL
IT Skills"
1785,1785,Data Scientist - AI / ML,BRANE ENTERPRISES PRIVATE LIMITED,Hyderabad/Secunderabad,1-6 Yrs,"Natural Language
TensorFlow
Agile
Microservices
data modelling
Deep Learning
Scrum
Machine Learning"
1786,1786,Data Scientist - WhatsApp Calling/Remote Presence,WhatsApp Inc.,Remote,8-13 Yrs,"Computer science
Data analysis
Statistical modeling
data science
Coding
Competitor analysis
Machine learning
VOIP"
1787,1787,ASSOCIATE-DATA SCIENTIST,CHANGE LEADERS CONSULTING,Bangalore/Bengaluru,3-5 Yrs,"DEEP LEARNING
Python
SQL
R
MACHINE LEARNING
NLP
VISUALISATION"
1788,1788,Senior Data Scientist,Fractal Analytics,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",5-10 Yrs,"IT Skills
Python
Data Science
Machine Learning
Artificial Intelligence
R
Statistical Modeling
Deep Learning"
1789,1789,DBCG IND - GAMMA Senior Data Scientist,Boston Consulting Group,"Mumbai, Delhi, Chennai, Bengaluru",6-10 Yrs,"Computer science
advanced analytics
SDS
data science
Artificial Intelligence
Project management
Machine learning
Management consulting"
1790,1790,Sr. Data Scientist-Machine Learning-Permanent Remote Job,Lending Tree Research Services LLP,Remote,3-8 Yrs,"data analysis
data
data modelling
Scientist
Data Analyst
Machine Learning
sql
analytics"
1791,1791,Senior Data Scientist,ARIMAX GLOBAL PRIVATE LIMITED,"Mumbai, Mumbai Suburban, Mumbai (All Areas)
(WFH during Covid)",5-10 Yrs,"python
r
java
julia
linux
unix
SQL"
1792,1792,Senior Data Scientist (CV+Python),TomTom,Pune,5-9 Yrs,"IT Skills
Python
Testing
Data Science
Machine Learning
Cloud
Big Data
Pytorch"
1793,1793,"Senior Data Scientist, NLP and Dialog Systems",NVIDIA,"Hyderabad/Secunderabad, Pune",3-6 Yrs,"NLP and Dialog Systems
Senior Data Scientist"
1794,1794,Senior Speech Data Scientist,NVIDIA,Pune,5-8 Yrs,"Computer science
deep learning
C++
System programming
Programming
Workflow
Data processing
Video conferencing"
1795,1795,Data Scientist: Artificial Intelligence,IBM,Bangalore/Bengaluru,3-7 Yrs,"PowerBI
Tableau
NLP
Java
R
SQL
Python
Excel"
1796,1796,Data Scientist: Artificial Intelligence,IBM,Bangalore/Bengaluru,3-7 Yrs,"Computer science
Front end
Enterprise applications
Debugging
Javascript
HTML
Open source
Analytics"
1797,1797,Data Scientist: Artificial Intelligence,IBM,Bangalore/Bengaluru,2-6 Yrs,"IT Skills
Java
Python
Artificial Intelligence
Big Data
Automation
NoSQL
Scheduling"
1798,1798,Data Scientist: Artificial Intelligence,IBM,Bangalore/Bengaluru,3-7 Yrs,"AI
Product quality
Enterprise applications
Artificial Intelligence
Investigation
Deployment
Open source
Customer interaction"
1799,1799,Data Scientist: Artificial Intelligence,IBM,Bangalore/Bengaluru,3-7 Yrs,"Watson discovery
Training
Enterprise applications
Artificial Intelligence
Investigation
Deployment
Open source"
1800,1800,Data Scientist: Artificial Intelligence,IBM,Bangalore/Bengaluru,3-7 Yrs,"PowerBI
Python
Tableau
SAFe agile
Scrum
R
Tableu
DevOps"
1801,1801,Data Scientist: Artificial Intelligence,IBM,Bangalore/Bengaluru,3-7 Yrs,"Lex
Lambda
AWS services
Java
python
NodeJS
Dynamo DB
AWS"
1802,1802,Data Scientist: Artificial Intelligence,IBM,Bangalore/Bengaluru,1-2 Yrs,"IT Skills
Java
Python
AWS
Analytical skills
IVR
dynamo db
Enterprise applications"
1803,1803,Data Scientist: Artificial Intelligence,IBM,Bangalore/Bengaluru,4-6 Yrs,"Automation
NoSQL
Artificial Intelligence
Scheduling
MongoDB
Open source
Unix shell scripting
SQL"
1804,1804,Data Scientist,IBM,Bangalore/Bengaluru,10-15 Yrs,"Agile
CI / CD
debugging
Relational Databases
Object Oriented analysis and
Java EE
DevOps
Java"
1805,1805,Data Scientist (NLP),Fractal Analytics,"Mumbai (All Areas)
(WFH during Covid)",2-4 Yrs,"IT Skills
Java
Python
Machine Learning
Data Science
NLP
Natural Language Processing
Text Mining"
1806,1806,Data Scientist For leading NBFC,SKILLVENTORY,Pune,1-6 Yrs,"Data Science
Use Cases
Events
Artificial Intelligence
Problem Solving
Senior Management
machine learning
Deep Learning"
1807,1807,Data Scientist - Artificial Intelligence/ Machine Learning,Confidential,Hyderabad/Secunderabad,4-8 Yrs,"Neo4j
Cassandra
LSTM
NLP
tensor flow
RDBMS
BIDAF
MongoDB"
1808,1808,Data Scientist - Computer Vision/NLP,TalentStack,Mumbai,1-4 Yrs,"IT Skills
Python
Data Science
Machine Learning
Big Data
Tensorflow
NLP
Data Scientist"
1809,1809,Data Scientist - Tensorflow/ Deep Learning,TalentStack,Mumbai,1-4 Yrs,"Tensorflow
data structures
Python
Keras
IT Skills
Data Science
Machine Learning
Big Data"
1810,1810,Data Scientist - Python full stack,Hitkari Solutions,Hyderabad/Secunderabad,5-10 Yrs,"MATLAB
R
Python
Elastic Beanstalk
SQS
verbal communication
HTTP APIs
Django"
1811,1811,Data Scientist - Python/Power BI/SQL,Huquo Consulting Pvt. Ltd,Mumbai,1-5 Yrs,"PowerBI
Python
communication
Tableau
SQL
MySQL
IT Skills
Data Science"
1812,1812,Data Scientist - Python/SAS/R - Analytics Center of Excellence,Huquo Consulting Pvt. Ltd,Mumbai,2-6 Yrs,"Predictive Modeling
AdWords
R
Data Analysis
Web Analytics
Text Mining
Machine Learning
Python"
1813,1813,Data Scientist - Digital Marketing Solutions,OPTIONS INDIA GROUP,Kolkata,3-8 Yrs,"Data Analytics
Data Mining
Artificial Intelligence
Machine Learning
MATLAB
R
Machine Learning Algorithms
Big Data Analytics"
1814,1814,Data Scientist - Python/Power BI/SQL,Huquo Consulting Pvt. Ltd,Mumbai,1-5 Yrs,"IT Skills
Python
Tableau
Data Science
R
Power BI
Data Scientist
Data Visualization"
1815,1815,Data Scientist - Computer Vision/ NLP,TalentStack,Mumbai,1-4 Yrs,"Tensorflow
Deep learning frameworks
Python
IT Skills
Data Science
Machine Learning
Big Data
CV"
1816,1816,Data Scientist - Power BI/Tableau,Huquo Consulting Pvt. Ltd,Mumbai,2-7 Yrs,"Power BI
Tableau
Python
IT Skills
Data Science
Machine Learning
R
SAS"
1817,1817,Data Scientist - Artificial Intelligence/Machine Learning,Executive Selection India,Hyderabad/Secunderabad,3-8 Yrs,"data
machine learning
ML Algorithms
management
AIML
Hadoop
Spark
ML Modelling"
1818,1818,Manager - Artificial Intelligence/Data Scientist - BFSI,Dimensions HRD Consultants,"Mumbai, Navi Mumbai",15-20 Yrs,"Data Science
Predictive Modeling
NLP
Artificial Intelligence
Data Scientist
Data Management
Machine Learning
Statistics"
1819,1819,Data Scientist - Machine Learning / Statistical Modeling,Yogy HR Solutions,Mumbai,5-9 Yrs,"statistical modelling
machine learning
analytics
IT Skills
Data Science
Algorithms
Data Scientist
Statistical Modeling"
1820,1820,Tech Lead - Data Scientist,ZF India Private Limited,Hyderabad/Secunderabad,4-7 Yrs,"IT Skills
Python
Data Science
Machine Learning
Cloud
Project Management
Azure
Computer science"
1821,1821,Tech Lead - Data Scientist,ZF Friedrichshafen AG,Hyderabad,5-5 Yrs,"Azure
data science
data Modeling
Data analytics
sql"
1822,1822,Future Leaders Program - Data Scientist,BOB Financial Solutions Ltd,Mumbai (All Areas),1-6 Yrs,"Data Handling
python
Analytical Skills
power bi
machine learning
financial services
sql"
1823,1823,Lead Data Scientist - Machine Learning | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,8-11 Yrs,"Data Science
AWS
Python"
1824,1824,Senior Data Scientist I,Delhivery,Gurgaon/Gurugram,3-7 Yrs,"Operations research
Networking
data science
Analytical
SQL
Python
Logistics"
1825,1825,Data Scientist,Orcapod Consulting Services Private Limited,"Pune, Bangalore/Bengaluru",5-10 Yrs,"python
r
machine learning
IT Skills
artificial neural networks
tensorflow
predictive modeling
text mining"
1826,1826,Data Scientist,Orcapod Consulting Services Private Limited,"Pune, Bangalore/Bengaluru",5-10 Yrs,"python
r
machine learning
IT Skills
artificial neural networks
tensorflow
predictive modeling
text mining"
1827,1827,Data Scientist,Acme Services,Bangalore/Bengaluru,5-8 Yrs,"IT Skills
Python
Software Development
Testing
Machine Learning
Tableau
Power BI
Increase Productivity"
1828,1828,Data Scientist (freelance),2Coms,"Bangalore/Bengaluru, Bangalore North",3-8 Yrs,"IT Skills
Java
Python
Machine Learning
Javascript
Data Scientist"
1829,1829,Data Scientist (Machine Learning /AI),Mastermind Network,"Delhi / NCR
(WFH during Covid)",4-6 Yrs,"Tensorflow
Pytorch
deep learning
python
data science
Artificial Intelligence
decision trees
Natural Language Processing"
1830,1830,Data Scientist,Bigshyft Hiring for Credgenics,Noida,2-5 Yrs,"Tensorflow
Data Science
aws
Machine Learning ML
azure"
1831,1831,"MNC Hiring For "" Data Scientist & cloud "" - Gurgaon & Chennai",ESS CEE HR SOLUTIONS,"Gurgaon/Gurugram, Chennai",5-10 Yrs,"machine learning
Cloud
Python
predictive modelling
Logistic Regression
Factor Analysis
Regression Analysis
market scenerio"
1832,1832,Data Scientist,Mobiotics IT Solution Pvt Ltd,Bangalore/Bengaluru(HSR Layout),2-5 Yrs,"IT Skills
Python
Data Science
Cloud
Big Data
AWS
Azure
Big Data Analytics"
1833,1833,Data Scientist,Thoucentric Technology Pvt ltd,Bangalore/Bengaluru(HSR Layout +2),4-9 Yrs,"Time Series
Machine Learning
Python
Pytorch
Tensorflow
Data Science
NoSQL
Algorithms"
1834,1834,Data Scientist I,DAZN,Bangalore/Bengaluru,1-3 Yrs,"Computer science
Computer vision
deep learning
Neural networks
Data collection
model development
Statistics
Supervision"
1835,1835,NLP Data Scientist,Refinitiv,Bangalore/Bengaluru,3-6 Yrs,"Automation
Managed services
Stock exchange
Debugging
Data collection
Healthcare
Workflow
Financial services"
1836,1836,Hiring For Data Scientist - Noida/Bangalore/WFH,Techneplus Software India Pvt Ltd,Remote,3-7 Yrs,"Gurobi
TensorFlow
machine learning
time series analysis
Python
predictive modeling
written communication
Azure"
1837,1837,Staff Data Scientist,Walmart,Bangalore/Bengaluru,4-8 Yrs,"Unix
Order management
Supply chain
Linux
Machine learning
SCALA
Agile
Warehouse management"
1838,1838,Data Scientist,Kinara Financial Private Limited,Bangalore/Bengaluru,3-8 Yrs,"Head Business Development
Data analysis
data science
Analytical
Machine learning
Analytics
Financial services
SQL"
1839,1839,Data Scientist,kk consulting services,Bangalore/Bengaluru,2-5 Yrs,"Mining
Business process
advanced analytics
customer analytics
Statistical analysis
data science
Machine learning
Healthcare"
1840,1840,"Data Scientist, PHM",Raytheon Technologies,Bangalore/Bengaluru,10-15 Yrs,"IT Skills
Python
Machine Learning
Azure
deep learning
ASIC
Prototype
Simulation"
1841,1841,Experience Data Scientist,Microsoft,Bangalore/Bengaluru,2-5 Yrs,"data science
Machine learning
Cloud
Agile
Workflow
data visualization
Research
microsoft"
1842,1842,Senior Data Scientist For leading FMCG organization,SKILLVENTORY,Mumbai,10-18 Yrs,"hive
deep learing
Business Partnering
python
data science
Service Excellence
spark
kafka"
1843,1843,Senior Data Scientist For leading NBFC,SKILLVENTORY,Pune,6-11 Yrs,"Data Science
Use Cases
Artificial Intelligence
Problem Solving
Data Analysis
Senior Management
Deep Learning
Analytics"
1844,1844,Hiring For Sr. Data Scientist. Operation Research - SCM- MNC,PERSOLKELLY INDIA PRIVATE LIMITED,"Bangalore/Bengaluru
(WFH during Covid)",6-11 Yrs,"exploratory data analysis
data science
cplex
python
mapreduce
model development
research development
machine learning"
1845,1845,Data Scientist (freelance),2Coms,"New Delhi, Delhi",2-7 Yrs,"IT Skills
Java
Python
Machine Learning
Javascript
Data Scientist"
1846,1846,Data Scientist /AI Developer,Siemens,Bangalore/Bengaluru,2-6 Yrs,"Computer science
Project development
GIT
Neural networks
Agile development
product life cycle
Scrum
Information technology"
1847,1847,LNT Hiring || Data Scientist || Mumbai & Delhi (On Site),Federal Soft Systems Private Limited,"Mumbai, Delhi / NCR",4-9 Yrs,"Data Science
Natural Language Processing
Machine Learning
Web Scraping"
1848,1848,Data Scientist,Ayla Networks,Bangalore/Bengaluru,5-10 Yrs,"GCP
Hadoop
Spark
Software Development Lifecycle
Kubernetes microservices
SDLC
RESTful
Kafka Event Bus"
1849,1849,Data Scientist,DECISION POINT PRIVATE LIMITED,"Gurgaon/Gurugram, Chennai
(WFH during Covid)",1-6 Yrs,"data science
Artificial Intelligence
Machine Learning
Python"
1850,1850,Data Scientist,CNH Industrial,Gurgaon/Gurugram,1-6 Yrs,data visualization
1851,1851,Data & Applied Scientist,Microsoft,"Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru",3-7 Yrs,"Data analysis
data science
Debugging
Machine learning
System design
Information retrieval
Natural language processing
Research"
1852,1852,Data and applied Scientist,Microsoft,"Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru",3-7 Yrs,"Perl
Java
Spark
MapReduce
MPI
Python
C++
Hadoop"
1853,1853,Associate Data Scientist/Data Scientist,JOIN VENTURES SOLUTIONS PRIVATE LIMITED,Mumbai,1-2 Yrs,"Pattern Recognition
CNN
nlp
Lstm
BERT
SVM
machine learning
Deep Learning"
1854,1854,NLP Data scientist,TIGI HR Solution,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",3-8 Yrs,"NLP
Python
SQL
IT Skills
Cloud
AWS
Pytorch
Tensorflow"
1855,1855,Principal Data Scientist - Machine Learning,Prime Infosoft,Bangalore/Bengaluru,4-9 Yrs,"Keras
Machine Learning
TensorFlow
IT Skills
Python
Pytorch
Julia
R"
1856,1856,Lead Data Scientist,DataTrained,"Noida, Bengaluru",2-4 Yrs,"IT Skills
Python
Machine Learning
Big Data
Tableau
Computer science
Computer vision
Data modeling"
1857,1857,Data Scientist Jr/Mid/Senior,AGILITY HUMAN RESOURCE MANAGEMENT SERVICES PRIVATE LIMITED,"Delhi / NCR, Mumbai (All Areas)",6-11 Yrs,"Hadoop
R
NLP
Python
Machine learning
OpenNLP
pytorch
sci - kit"
1858,1858,Senior Data Scientist,Boston Consulting Group,"Mumbai, Delhi, Chennai",1-2 Yrs,"Computer science
Analytical skills
advanced analytics
SDS
data science
Artificial Intelligence
Machine learning
Management consulting"
1859,1859,Senior Data Scientist ( m / f / d ),Adidas,Gurgaon/Gurugram,5-10 Yrs,"Team Management
Education
Data Scientist
Data Analysis
Predictive Modelling
Machine - Learning
Hr
Statistics"
1860,1860,Senior Data Scientist (m/f/d),Adidas,"Gurgaon/Gurugram, United States (USA)",5-10 Yrs,"Data analysis
Team management
Data management
Database design
Machine learning
Agile
Data structures
Test cases"
1861,1861,Data Scientist: Artificial Intelligence,IBM,Kolkata,4-6 Yrs,"Automation
NoSQL
Artificial Intelligence
Scheduling
MongoDB
Open source
Unix shell scripting
SQL"
1862,1862,Associate Scientist - Semantic & Data Modeling,Axa XL,Bangalore East,3-8 Yrs,Associate Scientist Semantic & Data Modeling
1863,1863,Data Scientist,First Employer,"Gurgaon/Gurugram, Delhi / NCR",4-8 Yrs,"R
Machine Learning
Python
IT Skills
Data Science
Cloud
Logistic Regression
Xgboost"
1864,1864,Data Scientist,First Employer,"Gurgaon/Gurugram, Delhi / NCR",4-8 Yrs,"Python programming language
R
cloud computing
python
linear regression
time series
machine learning
Clustering"
1865,1865,Data Scientist (freelance),2Coms,"Chennai, Chennai",3-8 Yrs,"IT Skills
Java
Python
Machine Learning
Javascript
Data Scientist"
1866,1866,Data Scientist (freelance),2Coms,"Hyderabad/Secunderabad, Hyderabad",3-8 Yrs,Data Scientist
1867,1867,Data Scientist - Fraud Prevention & Analytics,Bigshyft Hiring for Payu,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",2-5 Yrs,"SciPy
NPV
Natural Language Processing NLP
Machine Learning ML
Python"
1868,1868,Data Scientist,Smart Source,Pune,5-10 Yrs,"application architecture
Release management
Deep Learning
Machine Learning
Artificial Intelligence
Hadoop
Kafka
Spark"
1869,1869,Data Scientist,Fractal Analytics,"Mumbai, New Delhi, Bangalore/Bengaluru",3-7 Yrs,"Supply chain management
Linux
RF
RDBMS
Bfsi
Consulting
Data structures
Healthcare"
1870,1870,Principal Data Scientist at Quick Heal,Quick Heal,Pune,10-15 Yrs,"IT Skills
Data Science
Machine Learning
Cyber Security
Techno Functional
Solution Development
High Level Design"
1871,1871,Data Scientist,RapidOps,Ahmedabad(Sola),3-5 Yrs,"pandas
numpy
scikit
mining
Tensor flow
IT Skills
Data Science
Machine Learning"
1872,1872,Data Scientist,RapidOps,Ahmedabad(Sola),3-5 Yrs,"IT Skills
Data Science
Machine Learning
analytics
project design
anomaly detection
data collection"
1873,1873,Manager Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,Chennai,11-15 Yrs,"python
Kafka
spark
Power BI
Tableau
data mining
Azure
written"
1874,1874,"Hiring For "" Data Scientist"" @ Jumio, Jaipur",Jumio,Jaipur,4-6 Yrs,"r
power bi
Statistics
Analytics
Python
sql"
1875,1875,Data Scientist - Growth and Marketing Data Team,Confluent,Remote,2-6 Yrs,"IT Skills
Python
Testing
Data Science
Machine Learning
Tableau
Computer science
Operations research"
1876,1876,Data Scientist,ARIMAX GLOBAL PRIVATE LIMITED,"Mumbai, Mumbai Suburban, Mumbai (All Areas)
(WFH during Covid)",1-4 Yrs,"Unix
Java
python
r
Linux
julia
big data
artificial intelligence"
1877,1877,Expert Data Scientist(NLP+ML+Python),TomTom,"Pune
(WFH during Covid)",8-12 Yrs,"IT Skills
Python
Testing
Data Science
Machine Learning
Big Data
AWS
Pytorch"
1878,1878,Data Scientist,Resilinc,Pune,4-7 Yrs,"BPO
data analysis
Supply chain
Operations research
data science
Risk analytics
Packaging
Risk management"
1879,1879,Hiring Data Scientist/Data Analytics For Reliance Retail Mumbai,Reliance Retail,Mumbai (All Areas),5-10 Yrs,"data analytics
data science
Dairy
sales data management
Fresh food
Beverage
FMCG Operations"
1880,1880,Data Scientist - Supply Chain Analytics,ASIA STAR EXPORT SERVICES PRIVATE LIMITED,Remote,4-9 Yrs,"Data scientist
Logistic Regression
supply chain
Statistical Modeling
Data Mining
Data Analytics
Predictive Analytics"
1881,1881,JOB Opportunity -DATA Scientist-Blazeclan Technologies -PUNE,BLAZECLAN TECHNOLOGIES PRIVATE LIMITED,Pune,5-8 Yrs,"Machine Learning
AI
ML
Databricks
DataRobot Notes
Azure ML Services
NLP
Analytical"
1882,1882,Data scientist,SMECLabs Trivandrum,Hyderabad/Secunderabad,1-3 Yrs,"SAN
Head Business Development
SOC
Machine learning
SMS
Data collection
Vendor
Data mining"
1883,1883,Data Scientist Associate/Analyst/Consultant,ONPASSIVE Technologies Pvt. Ltd,Hyderabad/Secunderabad,2-7 Yrs,"Python
AI
Learning
CNNs
RNNs
Machine Learning
LSTMs
IT Skills"
1884,1884,Data Science - Senior Data Scientist,Paytm,"Noida, Bangalore/Bengaluru",2-4 Yrs,"Data Science
Business Intelligence
R
Data Scientist
C + +
Hadoop
Data Mining
Data Visualization"
1885,1885,Urgent hiring of Senior Manager - Data Scientist,Concerix Technologies Private Limited,"Gurgaon/Gurugram, Bangalore/Bengaluru
(WFH during Covid)",5-8 Yrs,"Consumer Behaviour
Financial Services
Fintech
Finance
User Experience
Lgd
terabytes
Ead"
1886,1886,Senior Data Scientist,STATXO,"Gurgaon, Bengaluru",4-6 Yrs,"Data Sciences
Analytical skills
advanced analytics
Chemical
Industrial products
Manager Technology
Market research
MS Office"
1887,1887,Senior Data Scientist,Urban Company,"Gurgaon/Gurugram, Bangalore/Bengaluru",5-9 Yrs,"Gunicorn
Neural Networks
PySpark
Python
Django
Flask
GLM
Deep Learning"
1888,1888,Data Scientist: Advanced Analytics,IBM,Delhi,5-7 Yrs,"IT Skills
Data Science
Machine Learning
Training
advanced analytics
Interpersonal skills
Circuit designing
Focus"
1889,1889,Data Scientist,KPIT,Pune,5-8 Yrs,"Data Science
Python
ML"
1890,1890,Multiple Roles For Data Scientist For A Leading MNC,Mississippi Consultants,"Hyderabad/Secunderabad, Pune, Chennai, Mumbai (All Areas)",5-8 Yrs,"Azure Functions
pyspark
SQL
IT Skills
Python
Machine Learning
Big Data
AWS"
1891,1891,Data Scientist,Adept Global,"Mumbai, Thane",2-7 Yrs,"Data Science
Behavioral Analytics
Statistical Modelling
Deep learning
hive
Data Modelling
NLP
Data Scientist"
1892,1892,Senior Scientist/ NLP/ Machine Learning/ Data Mining Professional,Career Maker,Bangalore/Bengaluru,2-7 Yrs,"IT Skills
Java
Python
Software Development
Machine Learning
C++
R
NLP"
1893,1893,Sr Data Scientist,Uber,Bangalore/Bengaluru,8-9 Yrs,"Computer science
Data modeling
Analytical
Consulting
Machine learning
Project planning
Business intelligence
SQL"
1894,1894,Senior Data Scientist,GSK India,Bangalore/Bengaluru,10-20 Yrs,"data analysis
predictive analytics
statistical modeling
data analytics
Artificial Intelligence
Text Mining
Machine Learning
Deep Learning"
1895,1895,Sr. Data Scientist,Signify,Bangalore/Bengaluru,4-9 Yrs,"Supply chain
Computer science
Career development
Prototype
Machine learning
Information management
Open source
Data mining"
1896,1896,Cognitive/AI Senior Data Scientist,IBM,Bengaluru/Bangalore,4-8 Yrs,"Automation
IVR
Consulting
Machine learning
Manager Technology
Design management
Tool selection
microsoft"
1897,1897,Senior Risk Data Scientist,GSK India,Bangalore/Bengaluru,5-10 Yrs,"SAS
Python
SQL
Data Analysis
Data Mining
Tableau
Data Analytics
Machine Learning"
1898,1898,Senior Python Developer / Data Scientist,Nikah Forever,New Delhi,4-5 Yrs,Python Developer
1899,1899,Data Scientist,Job Booster Social India private limited,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru
(WFH during Covid)",1-6 Yrs,"Fintech
SQL
Python
R tool
Software Engineering
Problem Solving
Data Modeling
Machine Learning"
1900,1900,Data Scientist - Medical Image Processing,PROVISION CONSULTING,Bangalore/Bengaluru,3-8 Yrs,"perform analysis
python
Artificial Intelligence
AI
DL
Machine Learning
build prototypes
Data Science"
1901,1901,Data scientist,CHANGE LEADERS CONSULTING,Bangalore/Bengaluru,5-9 Yrs,"Data Science
Predictive Modeling
Time Series Analysis
Classification
Hadoop
Data Analysis
Spark
Machine Learning"
1902,1902,ML Engineer/Data Scientist,Rapid Talent Solutions,"Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru
(WFH during Covid)",6-11 Yrs,"Model Deployment
Python
IT Skills
Data Science
Machine Learning
Big Data
Presentation Skills
Use Cases"
1903,1903,Junior Data Scientist with Python Expertise,India-Israel Innovation HUB-TeamScale- SATC Marketing India Pvt Ltd,Gurgaon/Gurugram(Udyog Vihar),2-7 Yrs,"communication
Python
machine learning
IT Skills
Testing
DevOps
Big Data
Data Science"
1904,1904,Data Scientist,Snaphunt,Bangalore/Bengaluru,0-2 Yrs,"Data Science
NLP
Algorithms
Software Engineering
Data Structures
Computer Vision
Machine Learning
Statistics"
1905,1905,Data Scientist,Casepoint,"Surat
(WFH during Covid)",0-3 Yrs,"Data Science
Machine Learning
Python
Anomaly Detection
R
Logistic Regression
Knn
SVM"
1906,1906,data scientist,Global Talent Pool,Bangalore/Bengaluru,0-2 Yrs,"Computer vision
Data analysis
data science
Diagnostics
Networking
Analytical
Machine learning
Research"
1907,1907,Data Scientist - Fintech Space ( Asset Leasing Company),The Recruiters,Remote,4-9 Yrs,"PyTorch
Scikit
MySQL
Tensorflow
PostgreSQL
Oops
Snowflake
Data Scientist"
1908,1908,Data Scientist (Fintech),Talent Destination,Gurgaon/Gurugram,1-5 Yrs,"Predictive Modeling
Data Science
Risk Analytics
Fintech
growth analytics
Data Analytics
Analytics
Python"
1909,1909,Data Scientist,2Coms,"Bangalore/Bengaluru, Bangalore North",6-11 Yrs,"IT Skills
Python
Cloud
Data scientist"
1910,1910,Data Scientist,Cielo Talent Management Ltd,Bangalore/Bengaluru,5-10 Yrs,"Data Science
Pytorch
Java
Software Development
Linux
Swing
Keras
MATLAB"
1911,1911,Data scientist,CHANGE LEADERS CONSULTING,Bangalore/Bengaluru,3-7 Yrs,"python
Artificial Intelligence
machine learning
reporting technologies
analytical
coding
IT Skills
Deep learning"
1912,1912,Data scientist,Acme Services,Bangalore/Bengaluru,3-8 Yrs,"AWS Cloud
Python
IT Skills
Cloud
AWS"
1913,1913,Data Scientist,Boston Consulting Group,New Delhi,2-5 Yrs,"Predictive Modeling
Data Science
Data Scientist
Artificial Intelligence
Consulting
Advanced Analytics
Computer Science
Big Data"
1914,1914,Client Hiring || Data Scientist || Bangalore (On Site),Federal Soft Systems Private Limited,Bangalore/Bengaluru,4-8 Yrs,"Data Science
Machine Learning
Python
R
SAP
SAS
RDBMS
Hadoop Spark"
1915,1915,Data Scientist,Cloudstrats Technologies Private Limited,"New Delhi, Delhi / NCR, Mumbai (All Areas)",3-5 Yrs,"Data Science
Big Data Analytics
k - NN
data visualisation
regression Data
algorithms
Naive Bayes
statistical testing"
1916,1916,Data Scientist II,Chegg,Delhi / NCR,2-6 Yrs,"Data Visualization
Statistical Analysis
Business Analysis
Business Intelligence
Regression Analysis
Data Wrangling
Data Manipulation
Data Analysis"
1917,1917,Data Scientist ( Work from Home),Eureka Outsourcing Solutions Pvt Ltd. on behalf of AmyGB,Bangalore/Bengaluru,2-7 Yrs,"IT Skills
Python
AWS
Azure
Pytorch
Communication Skills
NLP
Infrastructure Management"
1918,1918,Data Scientist,Utthunga Technologies Pvt Ltd,Bangalore/Bengaluru,3-5 Yrs,"analytical
R
data mining
Tableau
communication
SQL
C++
Python"
1919,1919,Data Scientist,Kofluence Tech Pvt Ltd,Bangalore/Bengaluru(Koramangala),3-5 Yrs,"Python
C
R
Java
SQL
IT Skills
Data Science
Machine Learning"
1920,1920,Data Scientist - Statistical Modeling,Aviation Indeed,Noida,3-8 Yrs,"Hive
Cloud Computing
Data Scientist
Hadoop
Google Cloud Platform
Data Management
Statistical Modeling
Big Data"
1921,1921,Opening For Data Scientist,Care Health Insurance,Gurgaon/Gurugram,1-5 Yrs,"Java
c++
Python
SQL"
1922,1922,Data Scientist,TeamPlus Staffing Solution Pvt Ltd,Bangalore/Bengaluru,3-7 Yrs,"Logistic regression
Machine learning
SQL
Python"
1923,1923,Data Scientist,Stefanini,Noida,3-8 Yrs,"Automation
Data modeling
Consulting
PLSQL
OLAP
Informatica
Test cases
Oracle"
1924,1924,Python AI ML Developer and Data Scientist at Fluid AI,Fluid AI,Remote,0-5 Yrs,"Data Science
Machine Learning
Python
Slack
AWS Workspace
Confluence
Jira
Miro"
