,roles,companies,locations,experience,skills
273,Technology Analyst: Data Science | Machine Learning,Infosys,Bangalore/Bengaluru,3-8 Yrs,"Data Science
Testing tools
Machine Learning
IT Skills
Python
Testing
Quality Assurance
Architecture"
274,Machine learning Engineer Required,Nobreza Consulting Private Limited,"Pune, Delhi / NCR",3-5 Yrs,"Applied Mathematics.
Data Modeling and Evaluation
Neural Network Architectures
Algorithms
Audio and video Processing
Advances Signal Processing Techniques
Natural Language Processing
Machine Learning Engineer"
275,GIS Developers- Machine learning,Amnex Infotechnologies,Ahmedabad,0-3 Yrs,"Machine Learning Framework
Image Processing
AutoEncoder
API
Keras
data analytics
Pytorch
Algorithm Development"
276,Machine Learning Ops,Mindtree,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",7-10 Yrs,"Data Science
Machine Learning
Java
Ansible
Kubernetes
Terraform
Docker
Python"
277,"Software Engineer, Machine Learning",Google,Bengaluru,5-10 Yrs,"Computer science
C++
Software design
Artificial Intelligence
Machine learning
Infrastructure
Data structures
Natural language processing"
278,IT Director - Big Data/Machine Learning Solutions,People Konnect,Pune,20-30 Yrs,"IT Skills
Java
J2EE
Python
Testing
Machine Learning
Big Data
Build Tools"
279,Software Engineer - Machine Learning,TRIUMPHHR CONSULTING SERVICES,Chennai,0-1 Yrs,"Machine Learning
C
Python
IT Skills
C++"
280,Lead Engineer - Data analytics and Machine learning,Carrier Technologies India Limited,"Hyderabad/Secunderabad
(WFH during Covid)",4-9 Yrs,"Azure
Artificial Intelligence
Machine Learning
Deep Learning
SQL
IoT
Data Science
R"
281,"Urgent Need !!!Data Scientist/Machine Learning- SecureKloud,Chennai",SECUREKLOUD TECHNOLOGIES LIMITED,"Chennai
(WFH during Covid)",3-8 Yrs,"IT Skills
Python
Testing
Machine Learning
Cloud
AWS
Data Engineering
Artificial Intelligence"
282,Data Scientist Machine Learning,Symmetrical Global Search Pvt Ltd,Bengaluru,10-12 Yrs,"deep learning
Data modeling
Coding
Machine learning
E-commerce
HTML
HR"
283,Machine Learning Engineer,FogHorn,Pune,0-5 Yrs,"IT Skills
Python
Software Development
Machine Learning
Algorithms
C++Python
Neural networks
Agile"
284,Machine Learning Engineer,E-con systems India Pvt Ltd,Chennai,0-4 Yrs,"3D
C++
Matrix
OOPS
Machine learning
Programming
Open source"
285,Machine Learning Engineer,Phoenix Robotix Pvt. Ltd.,Bhubaneshwar,0-3 Yrs,"scipy
communication
debugging
NoSQL
coding
SQL
Python
numpy"
286,Data Science Engineer- Machine/ Deep Learning Models- R/ Python/ Scala,CarbyneTech India,Hyderabad/Secunderabad,4-8 Yrs,"Tensorflow
Data Science
Cnn
Lstm
Artificial Intelligence
Hadoop
Keras
Spark"
287,Machine Learning Engineer - Pan,17 Live,Remote,0-1 Yrs,"Statistical analysis
data science
data manipulation
Machine learning
Data collection
Information retrieval
Data mining
Statistics"
288,Trainee Engineer - Machine Learning,Jumbo Labs Solutions,"Chandigarh, Panchkula",0-2 Yrs,"web services
micro services
Tensor flow
NoSQL
AI
scikit
Strut
Data Science"
289,Staff Engineer (Machine Learning Toolchain developer),"Qualcomm Technologies, Inc",Bangalore/Bengaluru,2-6 Yrs,"Computer science
Computer vision
Maven
software architecture
Coding
Staffing
Machine learning
Apache"
290,Manager/Lead - Machine Learning/Analytics,Catalyst,Bangalore/Bengaluru,6-11 Yrs,"IT Skills
Machine Learning
Artificial Intelligence
NLP
Data Scientist
Hadoop
Computer Vision
Analytics"
291,Machine Learning & Computer Vision Engineer - Work From Home,Selective Global Search Pvt. Ltd.,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",4-7 Yrs,"matplotlib
Linux
TensorFlow
3D computer vision
numpy
PIL
TensorFlow Lite
Keras"
292,Technology Lead - Data Science / Machine Learning,Infosys,Bangalore/Bengaluru,5-10 Yrs,"Data Science
agile methodologies
Machine Learning
debugging
Digital Transformation
problem solving"
293,Data Scientist / Machine Learning Engineer,INFISWIFT TECHNOLOGIES,Pune,3-7 Yrs,"Computer science
Data analysis
Image processing
Business analytics
Machine learning
Natural language processing
Sensors
big data"
294,Data Scientist / Machine Learning Engineer,PubMatic,Pune,3-7 Yrs,"Data Gathering
R
Data Scientist
Computer Science
Data Analysis
Data Mining
Machine Learning
Statistics"
295,Data Scientist - Machine Learning Engineer,Aera Technology,Pune,6-8 Yrs,"SAN
algorithms
Business operations
Computer science
Relationship Executive
apache
Linux
infrastructure"
296,Full Stack Developer - Machine Learning,Huquo Consulting Pvt. Ltd,Bangalore/Bengaluru,8-12 Yrs,"full stack
aws
Machine Learning
people management
Blockchain
JavaScript
Java
distributed"
297,Full Stack Developer - Machine Learning,Huquo Consulting Pvt. Ltd,Bangalore/Bengaluru,5-10 Yrs,"Java
JavaScript
Machine Learning
IT Skills
Python
Cloud
Big Data
AWS"
298,Python Developer - Machine Learning Algorithms,Infonixpro Consulting,"Kolkata, Bangalore/Bengaluru",2-7 Yrs,"learning
Python
Tableau
Linux
flask
Vagrant
No SQL
Docker"
299,Machine Learning/Artificial Intelligence Developer-R/Python/Tensorflow,L A Consultancy,"Mumbai, Pune, Chennai",1-3 Yrs,"data architecture
Java
Python
AI
Keras
ML
TensorFlow
machine learning"
300,Senior/Lead Data Scientist - Machine Learning/Deep Learning,Squareroot Consulting Pvt Ltd,Bangalore/Bengaluru,1-5 Yrs,"NLP
Machine Learning
Deep Learning
IT Skills
Python
Data Science
Data Scientist
Artificial Intelligence"
301,"Machine Learning, Artificial Intelligence, Python Developer",EPIXEL SOFTWARE PVT LTD,Delhi,3-4 Yrs,"IT Skills
Software Development
Machine Learning
Artificial Intelligence
Computer science
spark
Deployment
Statistics"
302,Machine Learning Engineer,Keytaal Worldwide Private limited,Navi Mumbai,3-8 Yrs,"design
machine learning
data collection"
303,Analytics Engineer - Machine Learning,Yogy HR Solutions,Mumbai,2-6 Yrs,"Learning
algorithms
IT Skills
Machine Learning
Data Science
Statistical Modeling
Analytics
Python"
304,Machine Learning Architect (Immediate joiner),Wipro,"Bangalore/Bengaluru
(WFH during Covid)",10-16 Yrs,"Machine Learning
Deep Learning
Python
Azure ML
IBM Watson
Entity Extraction
Google APIs
Agile"
305,MACHINE LEARNING ENGINEER,Aitouch,Gurgaon,5-10 Yrs,"Training
deep learning
Usage
Linux
Opencv
Web development
Machine learning
Data quality"
306,Machine Learning Engineer,Hackveda,Noida,2-5 Yrs,"Application design
deep learning
Web application
Machine learning
Programming
Data structures
Python"
307,Deep Learning Machine Learning Engineer,Samatrix Consulting Private Limited,Gurgaon,2-4 Yrs,"deep learning
Machine learning
Programming
Application development
Python"
308,Engineer Machine Learning,BluePi Consulting Pvt Ltd,Gurgaon/Gurugram,1-4 Yrs,"Data Science
Big Data
Aws
Machine Learning
Statistical Analysis
Deep Learning
Python"
309,Senior Machine Learning Engineer,Intel,Bangalore/Bengaluru,4-8 Yrs,"Computer science
Product quality
Diagnostics
Technical writing
Machine learning
data visualization
Object oriented programming
Electronics engineering"
310,Python/Machine Learning Developer,ARD Softech Pvt. Ltd.,Pune,0-1 Yrs,"QA
Architecture
Business analysis
Machine learning
HR
Management
Python"
311,Automotive Machine Learning Engineer - Customer Engineering,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,1-6 Yrs,"Wireless
Computer science
Software design
JTAG
Machine learning
Embedded Linux
oscilloscope
PCIE"
312,Machine Learning Engineer/Researcher,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,2-5 Yrs,"Wireless
Computer science
Analytical
Machine learning
Signal processing
Data collection
System design
Apache"
313,Machine Learning Engineer,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,1-4 Yrs,"Computer science
RTOS
Staffing
Database management
Machine learning
Software development life cycle
Object oriented programming
Software solutions"
314,Camera Software Systems Engineer - Machine learning Staff,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,2-6 Yrs,"Wireless
Computer science
C++
Data analysis
Prototype
Image processing
Sensors
Automotive"
315,Camera Systems Engineer - Machine learning,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,1-6 Yrs,"Wireless
Computer science
C++
Data analysis
Image processing
Machine learning
Signal processing
Sensors"
316,Machine Learning Engineer,Sutherland Global Services Inc,Chennai,5-10 Yrs,"Data Science
Nlp
Ml Libraries
Artificial Intelligence
Data Structures
Machine Learning Engineer
Data Modeling
Statistical Analysis"
317,AI Engineer - Artificial intelligence - Machine learning (AI ML),Axis Bank,Mumbai (All Areas),3-7 Yrs,"Pytorch
Tensorflow
Java
NLP
Image Processing
Artificial Intelligence
Natural Language Processing
Caffe"
318,Data Engineer - Python/Machine Learning/AWS,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,6-11 Yrs,"Machine Learning
AWS
Python
IT Skills
Testing
Cloud
AWS Lambda
Project task management"
319,Data Engineer - Python/Machine Learning/AWS,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,6-11 Yrs,"IT Skills
Testing
Machine Learning
Cloud
AWS
AWS Lambda
Amazon EC2
Elastic Load Balancing"
320,Machine Learning Engineer (Data Science),Walmart,Bangalore/Bengaluru,3-6 Yrs,"Computer science
Coding
Machine learning
Instrumentation
Data quality
Troubleshooting
Forecasting
Analytics"
321,Machine Learning Data Scientist,Xamplay,Bengaluru,3-7 Yrs,"Machine learning
data visualization"
322,Machine Learning Engineer Multi data(NLP CV Numeric ),Siemens,Bangalore/Bengaluru,5-6 Yrs,"Computer vision
DTS
Version control
Analytical
Consulting
Machine learning
Agile
Data processing"
323,Machine Learning-data scientist,Diverse Lynx,Bangalore/Bengaluru,2-6 Yrs,Machine learning
324,Data Scientist Machine Learning (Commerce BU),Blue Yonder,Bengaluru,4-8 Yrs,"Supply chain
Computer science
Retail
Sales
data science
Machine learning
big data
Monitoring"
325,Data Scientist Machine Learning (Commerce BU),Blue Yonder,Bengaluru,4-8 Yrs,"machine learning
IT Skills
Data Science
Supply chain
Sales
Product sales
Hardware
data enrichment"
326,Machine Learning Applications Engineer,"Qualcomm Technologies, Inc",Chennai,3-8 Yrs,"Computer science
C++
Coding
Staffing
Analytical
Machine learning
Debugging
Data structures"
327,Machine Learning Developer / Data Scientist,Logica Infotech,Kolkata,5-10 Yrs,"BPO
data analysis
Unix
SAN
jQuery
Linux
SAS
Data structures"
328,Manager - Machine Learning - Ensemble Modeling/Classification,Catalyst,Bangalore/Bengaluru,7-12 Yrs,"IT Skills
Java
Python
Machine Learning
R
NLP
Data Scientist
Data Management"
329,Machine Learning Expert - Python,Arck IT Services Pvt. Ltd,"Mumbai, Pune",4-9 Yrs,"IT Skills
Python
Software Development
Data Science
Machine Learning
Big Data
Tensorflow
C++"
330,R&D Expert - NLP/ Machine Learning - Java/ C#/C++/ Python/Perl,Career Maker,Bangalore/Bengaluru,7-11 Yrs,"C#
Java
C++
NLP
Perl
Machine Learning
Algorithm
Data Structure"
331,Machine Learning Engineer - Innovation Center Network,SAP India Pvt. Ltd,Bangalore/Bengaluru,3-8 Yrs,"Scikit-learn
Machine Learning
TensorFlow
Java
Algorithms
Artificial Intelligence
Probability
Deep Learning"
332,AI and Machine Learning Engineer,Intellexe Management Consultants,Bangalore/Bengaluru,3-8 Yrs,"Computer vision
deep learning
USB
Machine learning
Data analytics
SDK
Management
Apache"
333,Machine Learning Engineer,Wissen Infotech,Bangalore/Bengaluru,4-8 Yrs,"Tensorflow
Spacy
NLP
Machine Learning
OOPS
CoreNLP
NoSQL
PyTorch"
334,Technical Architect- Python| Machine Learning| Artificial Intelligence,Optimize IT Systems Private Limited,Remote,8-13 Yrs,"IT Skills
Python
Machine Learning
Artificial Intelligence
Logistic Regression
Sales
Factor Analysis
Classification"
335,Sr. Machine Learning Engineer,Galytix,Gurgaon,3-7 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Cloud
Computer science
Software design"
336,Senior AI Engineer - Python/R/Machine Learning,Accubits Technologies,Trivandrum/Thiruvananthapuram,5-8 Yrs,"R
Machine Learning
Python
IT Skills
Testing
Big Data
Tensorflow
Develop ML Algorithms"
337,Senior Software Engineer - Machine Learning & Web App,Visa,Bangalore/Bengaluru,3-6 Yrs,"Java
Business Intelligence
Rest
Git
Software Engineering
Node Js
Spring Boot
Microservices"
338,Data Science Engineer - Machine/Deep Learning Models - R/Python/Scala,CarbyneTech India,Hyderabad/Secunderabad,4-8 Yrs,"Machine Learning
Deep Learning
Python
Numpy
Hive
Hadoop
Spark
pandas"
339,Software Developer - NLP/Python/Machine Learning,Cunesoft India Private Limited (a Phlexglobal Company),Bangalore/Bengaluru,3-8 Yrs,"good understanding of GIT
data mining technologies
programming language
IT Skills
Python
Software Development
Testing
Machine Learning"
340,Computer Vision (Image Processing + Machine Learning) Engineer,Kisan Network,New Delhi,1-5 Yrs,"IT Skills
Python
Machine Learning
Supply chain
Computer vision
C++
Incharge
Image processing"
341,Quality Assurance Firmware Engineer - Machine Learning,D&D Solutions,Bangalore/Bengaluru,7-10 Yrs,"Quality Assurance
Static Analysis
Machine Learning
Test Management
programming
Automated Test Frameworks
Conv2D
ASPICE"
342,Machine learning Engineers,vn softsol,Noida,4-6 Yrs,"Python
Spark
Big - data
Tensorflow
Google Cloud Platform
Beam
Neural Networks
Scala"
343,Machine Learning Engineer,AgreeYa,Noida,3-5 Yrs,"Linux
Pandas
troubleshooting
Hadoop
Tableau
Spotfire
Numpy
SQL"
344,Machine Learning Application Developer,Accenture,Gurgaon/Gurugram,4-6 Yrs,"IT Skills
Java
Python
Testing
Machine Learning
Oracle
HTML
Business process"
345,Machine Learning Engineer,Sisoft Technologies Pvt Ltd,Ghaziabad,4-6 Yrs,"Software Engineering
Machine Learning
Python"
346,Machine Learning Engineer,JMoon Technologies Pvt. Ltd.,Delhi,2-5 Yrs,"TensorFlow Lite
TensorFlow js
javascript
scikit
TensorFlow Serving
TensorFlow Hub
Python
TensorFlow"
347,Machine Learning Engineer,JMoon Technologies Pvt. Ltd.,Delhi,2-5 Yrs,"TensorFlow js
javascript
TensorFlow Hub
TensorFlow Serving
TensorFlow Lite
TensorFlow 2
TensorFlow
scikit"
348,Machine Learning Engineer,Greenlight Planet,Gurgaon/Gurugram,1-4 Yrs,"IT Skills
Python
Machine Learning
Cloud
AWS
Azure
Computer science
Cloud computing"
349,Software Engineer (Machine Learning),Perfect Intelligent Systems,Delhi,1-5 Yrs,"Language
Machine Learning
Deep Learning
RNN
C
written
Caffe
CNN"
350,Artificial Intelligence And Machine Learning Consultant,Visaka Industries Ltd,Hyderabad/Secunderabad,10-20 Yrs,"Business Intelligence
Project Management
Industrial Automation
Artificial Intelligence
Iiot
Data Analytics
Machine Learning
iot"
351,Software Engineer Machine Learning,Executive Vertical Consulting,"Chandigarh, Gurgaon, haryana",1-5 Yrs,"development
software
Leadership training
Machine learning
Software development life cycle
Manager Technology
Management
it"
352,Machine Learning - Senior Staff Engineer,"Qualcomm Technologies, Inc",Hyderabad/Secunderabad,12-16 Yrs,"Computer science
C++
Version control
Debugging
Machine learning
System design
Application development
SDLC"
353,Machine Learning - Senior Engineer,"Qualcomm Technologies, Inc",Hyderabad/Secunderabad,3-6 Yrs,"Computer science
C++
Version control
Debugging
Machine learning
System design
Application development
SDLC"
354,Solutions Lead - Machine Learning/Open Source/Big Data,New Horizons HR Solutions,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",10-15 Yrs,"Open Source
Big Data
Machine Learning
natural language processing
sentiment analysis
Hadoop
Data Mining
Algorithm"
355,Data Scientist - SQL/Python/Machine Learning Algorithms,TalentStack,Bangalore/Bengaluru,1-4 Yrs,"SQL
Machine Learning Algorithms
Python
IT Skills
Java
Data Science
Machine Learning
Predictive Modeling"
356,Assistant Manager/ Manager/ Data Scientist - Python/ Machine Learning,Huquo Consulting Pvt. Ltd,Bangalore/Bengaluru,3-8 Yrs,"Data Science
Predictive Modeling
NLP
Data wrangling
Data Management
Deep Learning
Machine Learning
Numpy"
357,Machine Learning and Data Science Specialist,Nokia,Bangalore/Bengaluru,8-13 Yrs,"Computer science
Linux
Artificial Intelligence
Intellectual property
Machine learning
Data collection
Data structures
Data quality"
358,Team Lead - Machine Learning & Data Science,HackerEarth,Bangalore/Bengaluru,3-5 Yrs,"Data Science
Algorithms
Machine Learning
Deep Learning
Sql
Ml"
359,Machine Learning expert,FicusRoot,Hyderabad,0-2 Yrs,"data science
Machine learning"
360,Machine Learning Intern,Imurgence,Remote,0-1 Yrs,"Training
Intern
data science
Machine learning
Internship
Analytics
Python"
361,Job opening For Machine Learning developer with Wipro,Wipro,"Pune, Chennai, Bangalore/Bengaluru",11-15 Yrs,"ML topologies
Pattern Recognition
Image Processing
Computer Vision
Machine Learning"
362,Sr. Data Scientist-Machine Learning-Permanent Remote Job,Lending Tree Research Services LLP,Remote,3-8 Yrs,"data analysis
data
data modelling
Scientist
Data Analyst
Machine Learning
sql
analytics"
363,Machine Learning Kernel Developer,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,2-6 Yrs,"RTOS
Computer science
Linux
TDD
SOC
Configuration management
Machine learning
Firmware"
364,Senior Software Engineer - Data Science and Machine Learning,VSH Solutions,Pune,2-5 Yrs,"RoR
Java
ElasticSearch
Pandas
MongoDB
Matlab
RESTful APIs
NoSQL"
365,Python Developer - Machine Learning/Data Mining,Huquo Consulting Pvt. Ltd,Noida,3-6 Yrs,"Data Mining
Machine Learning
Python
IT Skills
Predictive Modeling
R
NLP
Data Modeling"
366,Python Developer - Machine Learning/Data Mining,Huquo Consulting Pvt. Ltd,Noida,3-6 Yrs,"Predictive Modeling
R
NLP
data interpretation
Data Mining
text mining
Data Modeling
Spark"
367,Machine Learning Test Engineer,"Qualcomm Technologies, Inc",Chennai,3-8 Yrs,"RTOS
Automation
Linux
Configuration management
SOC
Shell scripting
Debugging
Firmware"
368,Machine Learning Systems Integration & Test Engineer,"Qualcomm Technologies, Inc",Chennai,3-8 Yrs,"Computer science
GIT
Staffing
Machine learning
Software development life cycle
Windows
Firmware
SDLC"
369,Machine Learning Embedded Platform Test Engineer,"Qualcomm Technologies, Inc",Chennai,3-8 Yrs,"RTOS
Computer science
Automation
Linux
SOC
Shell scripting
Debugging
Firmware"
370,Machine Learning - Test Lead Engineer,"Qualcomm Technologies, Inc",Hyderabad/Secunderabad,10-12 Yrs,"Computer science
C++
Debugging
Embedded Linux
Application development
Test cases
Troubleshooting
SDLC"
371,Machine Learning - Staff Engineer,"Qualcomm Technologies, Inc",Hyderabad/Secunderabad,9-12 Yrs,"Computer science
C++
Version control
Debugging
Machine learning
System design
Application development
SDLC"
372,Senior Machine Learning Engineer,Bigshyft Hiring for PayU Finance,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",4-9 Yrs,"Tensorflow
Spark
Machine Learning ML
Python
SQL"
373,Senior Machine Learning Architect - Java / Python,Synctactic AI,Chennai,9-12 Yrs,"Python
Jenkins
J2EE
IT Skills
Java
Testing
Angularjs
HTML"
374,Senior Staff Machine Learning Engineer - Recommendations,Twitter,Bangalore/Bengaluru,10-12 Yrs,"IT Skills
Java
Python
Machine Learning
Computer science
SAN
C++
French"
375,"Senior Machine Learning Engineer, NLP",Cactus Global,Remote,3-8 Yrs,"Tensorflow
Data Science
NLP
Artificial Intelligence
Natural Language Processing
Neural Networks
Information Extraction
Information Retrieval"
376,Senior Machine Learning Engineer,Observe.AI,Bangalore/Bengaluru,3-7 Yrs,"IT Skills
Java
Python
Machine Learning
Automatic Speech Recognition
Nlp
Natural Language Processing
Big Data"
377,Senior Platform Engineer- Machine Learning Platform,jupiter,Bangalore/Bengaluru,3-7 Yrs,"Data Science
Java
Artificial Intelligence
C + +
Computer Science
Big Data
Spark
Distributed Systems"
378,Senior Machine Learning Engineer,Egnyte,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru, Remote",4-7 Yrs,"IT Skills
Java
Python
Testing
Machine Learning
Cloud
Nlp
Scala"
379,Senior Platform Engineer- Machine Learning Platform,Jupiter.money,Bangalore/Bengaluru,5-10 Yrs,"Data Science
Java
C + +
Artificial Intelligence
Technical Support
Big Data
Spark
Distributed Systems"
380,Machine Learning Seniors,Walking Tree Consultancy Services pvt Ltd,"Hyderabad/Secunderabad, New Delhi",2-5 Yrs,"Tensorflow
Python
Pandas
Gitlab
written communication
Jupyter
MongoDB
GitHub"
381,Engineering Manager - Data Science & Machine Learning,BookMyShow,Mumbai,8-12 Yrs,"Data Science
Product Development
Algorithms
Neural Networks
Big Data
Decision Tree Learning
Creating Data Architectures
Business Objects"
382,Data Science Machine Learning Engineering manager,CareerXperts Consulting,Not specified,8-13 Yrs,"assembly language
website
C
HTML
ajax
javascript
jquery
SQL"
383,Data Science Machine Learning Engineering manager,CareerXperts Consulting,India,8-10 Yrs,"Mining
Computer science
Object oriented design
Computer vision
data science
Consulting
Machine learning
Engineering Manager"
384,Machine Learning - Data Scientist,BrickRed Systems,India,5-10 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Cloud
Javascript
SAS"
385,Lead Data Scientist - Machine learning | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,8-11 Yrs,"Machine Learning
AWS
Python"
386,Data Scientist (Python3 + Machine Learning),Forstaffing - Executive Search Firm,Remote,3-5 Yrs,Machine learning
387,Lead Data Scientist (Machine Learning),Dream11,Mumbai,5-8 Yrs,"Backend
nginx
cassandra
MySQL
Machine learning
Manager Technology
MongoDB
RPM"
388,Lead Data Scientist - Machine Learning | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,8-11 Yrs,"Data Science
AWS
Python"
389,Analyst - Data Science - Python/Machine Learning/Analytics,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,4-6 Yrs,"Machine Learning
Analytics
Python
Logistic Regression
Decision Tree
Linear Regressions
MySQL
Data science"
390,Data Analyst - R/Python/Machine Learning Algorithms,Huquo Consulting Pvt. Ltd,Delhi / NCR,3-5 Yrs,"data analysis
R
Python
Factor Analysis
mathematical modelling
data mining
data modelling
Predictive analysis"
391,Data Analyst - R/Python/Machine Learning Algorithms,Huquo Consulting Pvt. Ltd,Delhi NCR,3-5 Yrs,"data analysis
mathematical modelling
R
data analytics
Factor Analysis
data mining
statistical analysis
Predictive analysis"
392,Data Analyst - R / Python/ Machine Learning Algorithms,Huquo Consulting Pvt. Ltd,Delhi / NCR,3-5 Yrs,"IT Skills
Python
Machine Learning
R
Data Strategy
Data Mining
statistical modelling
Statistical Analyst"
393,Data Analyst - R/ Python/ Machine Learning Algorithms,Huquo Consulting Pvt. Ltd,Delhi / NCR,3-5 Yrs,"R
Machine Learning
Python
IT Skills
Correlation
Data Strategy
NLP
Predictive analysis"
394,Machine Learning/Devops(MLOPS) Engineer,TRH Consultancy Services,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi NCR",6-10 Yrs,"Programming skills
Strong communication skills
Data Warehousing
IT Skills
Python
Testing
Quality Assurance
Data Science"
395,Machine Learning Engineer,Bigshyft Hiring for PayU Finance,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",2-5 Yrs,"Tensorflow
Image Processing
Spark
Machine Learning ML
Python"
396,Machine Learning Operations Engineer 2-7 yrs exp Bangalore Vmloe,AJAX Consulting,Bangalore/Bengaluru,3-8 Yrs,"Cloud Services
Machine Learning
Deep Learning
Python
Docker
RESTful APIs
SQL
Kubernetes"
397,Speech Scientist - Artificial Intelligence/ Machine Learning,Career Maker,Noida,2-6 Yrs,"Java
C++
Python
data science
data structures
Speech Recognition
MS Phd
Natural Language Processing"
398,"Machine Learning, SQL - BI Analytics, Mumbai",Samaira HR Solutions,"Mumbai (All Areas)
(WFH during Covid)",2-7 Yrs,"Business Intelligence
SQL Database
Machine Learning
Multivariate Analysis
R
Excel
Data Analysis
Data Mining"
399,"Python, Machine Learning",Harita Techserv Limited,Chennai,10-15 Yrs,"Image Processing
Android
Computer Vision
Python
ML
IT Skills
Machine Learning"
400,Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,2-4 Yrs,"Machine Learning
R code
analytical
Agile
communication
modeling
waterfall
MACHINE LEARNING1"
401,Machine Learning Engineer,FabHotel Aay Kay Model Town,Bangalore/Bengaluru,1-4 Yrs,"Maven
Automation
github
orchestration
Powershell
GCP
Artificial Intelligence
Machine learning"
402,Machine Learning Engineer,Ethos Life,Bangalore/Bengaluru,1-5 Yrs,"Data Science
Algorithms
Natural Language Processing
Big Data
Research
Machine Learning
Deep Learning
Python"
403,Machine Learning Engineer,Ethos Capital,Bangalore/Bengaluru,1-5 Yrs,"Data Science
Algorithms
Natural Language Processing
Big Data
Medical
Machine Learning
Deep Learning
Python"
404,Machine Learning Engineer,Baker Hughes,Bangalore/Bengaluru,5-10 Yrs,"Maven
Automation
github
orchestration
Powershell
GCP
Artificial Intelligence
Machine learning"
405,Machine Learning/MLOps Engineer,CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITE,Bangalore/Bengaluru,5-9 Yrs,"Artificial Intelligence
Machine Learning
IT Skills
Cloud
DevOps
Big Data
Jenkins
Airflow"
406,Machine Learning Engineer,Quantiphi Analytics Solutions Pvt. Ltd.,"Mumbai, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",2-5 Yrs,"deep learning
Computer vision
github
data science
Coding
Machine learning
Cloud
big data"
407,Machine Learning Engineer,NIRAMAI HEALTH ANALYTIX PRIVATE LIMITED,Bangalore/Bengaluru,1-2 Yrs,"Tensorflow
Image Video Processing
Machine Learning
written communication
PyTorch
Keras
Computer Vision libraries
imaging"
408,Machine Learning Engineer,Neva Ventures,Bengaluru,1-3 Yrs,"Computer vision
Neural networks
Artificial Intelligence
Machine learning
Database
Mathematics
big data
Data interpretation"
409,MACHINE LEARNING ENGINEER,Neva Ventures,Bengaluru,1-3 Yrs,"Computer vision
Neural networks
Artificial Intelligence
Machine learning
Database
Mathematics
big data
Data interpretation"
410,"Engineering Manager, Machine Learning - Ads Prediction Products",Twitter,Bangalore/Bengaluru,3-8 Yrs,"Data Science
Machine Learning
written
verbal communication
IT Skills
Computer science
SAN
github"
411,Software Engineer-Machine Learning-Revenue Science,Twitter,Bangalore/Bengaluru,1-4 Yrs,"Python
data structures
Java
C++
Scala
Computer science
SAN
Automation"
412,Machine Learning Engineer,Twilio,Bangalore/Bengaluru,5-10 Yrs,"Java
Scala
Aws
Machine Learning
Deep Learning
Python"
413,Machine Learning Engineer,Neva Innovations Labs,Bengaluru,1-3 Yrs,"Computer vision
Neural networks
Artificial Intelligence
Machine learning
Database
Mathematics
big data
Data interpretation"
414,Machine Learning Engineer Niramai,NIRAMAI HEALTH ANALYTIX PRIVATE LIMITED,Bangalore/Bengaluru,1-2 Yrs,"IT Skills
Python
Machine Learning
Computer science
Electrical engineering
Analytical skills
Computer vision
deep learning"
415,Machine Learning Engineer,Quale infotech,Remote,3-8 Yrs,"IT Skills
Python
Machine Learning
Artificial Intelligence
Cloud
Opencv
Image Processing
Deep Learning"
416,AI / Machine Learning Engineer,AssetOne,Pune,2-6 Yrs,"Machine Learning
Azure cloud
communication
analytical
Computer Vision
Algorithm Development
Anaconda Enterprise
Kubernetes"
417,Machine Learning Engineer,Wissen Infotech,"Mumbai, Pune",4-8 Yrs,"Data Science
Business Intelligence
Nlp
Artificial Intelligence
Natural Language Processing
Big Data
Machine Learning Engineer
Deep Learning"
418,Machine Learning & Deep Learning Engineer,AAVENIR SOFTWARE PRIVATE LIMITED,Remote,4-9 Yrs,"Artificial Intelligence
Machine Learning
Deep Learning
Sci - Kit
Flask
data structures
NLU
Nltk"
